ProteinAccessions	ProteinDescriptions	MolecularWeight	NrOfModifiedSequencesIdentifiedExperimentwide	is_SEC_Candidate	NrOfModifiedSequencesIdentified_SEC_fraction_47	NrOfModifiedSequencesIdentified_SEC_fraction_53	NrOfModifiedSequencesIdentified_SEC_fraction_54	NrOfModifiedSequencesIdentified_SEC_fraction_55	NrOfModifiedSequencesIdentified_SEC_fraction_56	NrOfModifiedSequencesIdentified_SEC_fraction_57	NrOfModifiedSequencesIdentified_SEC_fraction_58	NrOfModifiedSequencesIdentified_SEC_fraction_59	NrOfModifiedSequencesIdentified_SEC_fraction_60	NrOfModifiedSequencesIdentified_SEC_fraction_61	NrOfModifiedSequencesIdentified_SEC_fraction_62	NrOfModifiedSequencesIdentified_SEC_fraction_63	NrOfModifiedSequencesIdentified_SEC_fraction_64	NrOfModifiedSequencesIdentified_SEC_fraction_65	IBAQ_SEC_fraction_47	IBAQ_SEC_fraction_53	IBAQ_SEC_fraction_54	IBAQ_SEC_fraction_55	IBAQ_SEC_fraction_56	IBAQ_SEC_fraction_57	IBAQ_SEC_fraction_58	IBAQ_SEC_fraction_59	IBAQ_SEC_fraction_60	IBAQ_SEC_fraction_61	IBAQ_SEC_fraction_62	IBAQ_SEC_fraction_63	IBAQ_SEC_fraction_64	IBAQ_SEC_fraction_65	IBAQ_norm_SEC_fraction_47	IBAQ_norm_SEC_fraction_53	IBAQ_norm_SEC_fraction_54	IBAQ_norm_SEC_fraction_55	IBAQ_norm_SEC_fraction_56	IBAQ_norm_SEC_fraction_57	IBAQ_norm_SEC_fraction_58	IBAQ_norm_SEC_fraction_59	IBAQ_norm_SEC_fraction_60	IBAQ_norm_SEC_fraction_61	IBAQ_norm_SEC_fraction_62	IBAQ_norm_SEC_fraction_63	IBAQ_norm_SEC_fraction_64	IBAQ_norm_SEC_fraction_65	distribution	signal_peptide 
D4GTT7	Nicotinamide-nucleotide adenylyltransferase	20443.68	6	TRUE	0	5	6	6	6	4	2	2	2	1	0	0	0	0	0	1204.2	2070.7	2680.6	2388.5	1454.4	498.7	542	242.2	44.6	0	0	0	0	0	0.449227785	0.772476311	1	0.891031859	0.542565097	0.186040439	0.202193539	0.090352906	0.016638066	0	0	0	0		
D4GX03	Purine-binding taxis protein CheW	17390.3	9	TRUE	0	8	9	9	9	7	3	3	1	0	0	0	0	0	0	1999.6	2545.4	3145.6	2300.1	1192.8	241.2	144.5	11.6	0	0	0	0	0	0	0.635681587	0.809193795	1	0.731211851	0.379196338	0.076678535	0.045937182	0.003687691	0	0	0	0	0		
D4GWS0	"Glycosyltransferase, type 1"	40823.33	11	TRUE	0	8	9	11	10	11	11	10	11	9	4	4	2	3	0	404.1	843.2	1647.5	2293.1	1616.3	1502.1	1894.6	1679.2	2098.2	449	324.3	131	186.8	0	0.176224325	0.367711831	0.718459727	1	0.704853692	0.655052113	0.826217784	0.732283808	0.915005887	0.195804806	0.141424273	0.057127905	0.081461777		
D4GY03	HTH-10 family transcription regulator	25182.18	10	TRUE	8	8	10	10	10	10	9	7	3	2	1	1	0	0	600.3	647.8	1060.7	1609.2	2172.5	1159.8	591.7	900.7	126.5	37.3	51.2	22.1	0	0	0.276317606	0.298181818	0.488239356	0.740713464	1	0.533855006	0.272359033	0.414591484	0.058227848	0.01716916	0.023567319	0.010172612	0	0		
D4GXE9	Pyruvate--ferredoxin oxidoreductase beta subunit	34497.05	11	TRUE	10	11	11	10	11	11	9	11	9	6	6	4	2	3	1481.8	2215.5	2217	2203.3	2039.1	1281.2	881.4	1028.8	716.9	866.5	633.6	586	451	782.4	0.668380695	0.99932341	1	0.993820478	0.919756428	0.57789806	0.397564276	0.464050519	0.323364908	0.390843482	0.28579161	0.264321155	0.203428056	0.352909337		
D4GUK2	HTH domain protein	15623.54	5	TRUE	4	5	5	5	5	5	5	5	4	3	2	0	0	0	1021.2	913.3	958	1531.3	2018.5	1456.8	1244.9	1076	562.4	450.9	214.1	0	0	0	0.505920238	0.452464702	0.474609859	0.758632648	1	0.721724053	0.616745108	0.533069111	0.27862274	0.223383701	0.106068863	0	0	0		
D4GXE4	Triosephosphate isomerase	21332.62	5	TRUE	5	5	5	5	5	5	4	3	2	2	2	0	0	0	1565.2	1990.8	1713.1	3262.7	1984.6	1390.1	558.9	410.8	143.3	207.6	61.7	0	0	0	0.479725381	0.610169492	0.525055935	1	0.608269225	0.426058173	0.171299844	0.12590799	0.043920679	0.063628283	0.018910718	0	0	0		
D4GVN6	HTH domain protein	28811.3	6	TRUE	4	5	5	5	6	5	3	2	3	2	2	0	0	0	839.2	732.9	1334.8	1097.8	1969.6	729.5	483.3	86.4	221.1	117	78.6	0	0	0	0.426076361	0.372106011	0.677701056	0.557372055	1	0.370379773	0.245379773	0.043866775	0.112256296	0.059402924	0.03990658	0	0	0		
D4GV69	HTH domain protein	13807.25	4	TRUE	0	3	4	4	4	3	4	4	4	4	4	1	0	0	0	738.1	1118.7	1627.5	1878.7	925.8	854	1220.6	827.1	920.9	466.6	86.4	0	0	0	0.392878054	0.595464949	0.86629052	1	0.492787566	0.454569649	0.649704583	0.440251238	0.490179379	0.24836323	0.045989248	0	0		
D4GSQ7	GMP synthase [glutamine-hydrolyzing] subunit A	20056.05	4	TRUE	0	1	3	4	4	4	4	4	4	3	2	0	0	0	0	17.2	124	686.5	1847.8	2669.4	2839.2	2541.3	1150.7	764.8	223.8	0	0	0	0	0.006058045	0.043674274	0.241793463	0.650817132	0.940194421	1	0.895076078	0.405290223	0.269371654	0.078825021	0	0	0		
D4GRI2	PaaI family protein	14450.71	2	TRUE	0	2	2	2	2	2	2	2	2	2	1	0	0	0	0	334.9	630.1	1434	1833.8	1891.5	1620.8	1158.9	760.8	1045.4	219.8	0	0	0	0	0.177055247	0.333121861	0.758128469	0.96949511	1	0.856886069	0.612688343	0.40222046	0.552683056	0.116204071	0	0	0		
D4GZH6	Uracil-DNA glycosylase	23057.61	5	TRUE	0	4	4	5	5	4	4	4	2	2	1	0	0	0	0	306.8	925.7	1318.5	1757.2	904.6	668.1	492.9	123.1	45.1	20.9	0	0	0	0	0.174595948	0.526804006	0.750341452	1	0.514796267	0.380207148	0.280503073	0.070054632	0.025665832	0.011893922	0	0	0		
D4GX23	ABC-type transport system ATP-binding protein (Probable substrate branched-chain amino acids)	27614	6	TRUE	0	4	6	6	6	6	6	4	1	0	0	0	0	0	0	342.3	838.7	1468.5	1695.7	1033.5	675.4	338.8	36.8	0	0	0	0	0	0	0.201863537	0.494603998	0.866014036	1	0.609482809	0.398301586	0.199799493	0.021701952	0	0	0	0	0		
D4H070	HTH domain protein	28986.39	9	TRUE	0	8	9	8	8	8	6	7	6	5	3	4	1	2	0	968.2	1166.5	1666.1	1636.9	1091.4	912	1493.4	1014.8	955.3	286.1	357	59.7	168.7	0	0.58111758	0.700138047	1	0.982474041	0.655062721	0.547386111	0.896344757	0.60908709	0.573374947	0.171718384	0.214272853	0.035832183	0.101254427		
D4GXP1	Uncharacterized protein	16311.13	5	TRUE	0	3	5	5	5	5	5	1	1	0	0	0	0	0	0	116.6	282.3	840.7	1634.7	1179.3	699.3	220.5	70.1	0	0	0	0	0	0	0.071328072	0.172692237	0.514283966	1	0.721416774	0.427784915	0.134887135	0.042882486	0	0	0	0	0		
D4GVY4	TATA-binding transcription initiation factor	20072.54	3	TRUE	0	3	3	3	3	3	3	3	2	1	1	0	0	0	0	850.1	969	1383	1508.4	792.8	500.7	297.5	103.3	58.4	37.2	0	0	0	0	0.5635773	0.642402546	0.916865553	1	0.525590029	0.33194113	0.197228852	0.068483161	0.038716521	0.024661893	0	0	0		
D4GUV4	Oxoglutarate--ferredoxin oxidoreductase beta subunit	31045.23	8	TRUE	8	7	7	8	7	7	7	7	5	3	3	1	0	0	321.8	793.5	895.9	1314.7	1500.7	950	965.3	840.1	351.5	284.5	214.6	88.7	0	0	0.214433264	0.528753248	0.596988072	0.87605784	1	0.633037916	0.643233158	0.559805424	0.234224029	0.189578197	0.142999933	0.059105751	0	0		
D4GZ93	Urease subunit gamma	14144.62	5	TRUE	0	4	5	5	5	5	5	3	2	0	0	0	0	0	0	373.3	785.2	1314.2	1492	806.2	372.4	271.1	72.7	0	0	0	0	0	0	0.250201072	0.526273458	0.880831099	1	0.540348525	0.249597855	0.181702413	0.048726542	0	0	0	0	0		
D4GZT6	Secreted glycoprotein	49060.19	11	TRUE	11	2	2	1	3	1	3	2	2	1	1	0	1	1	1203	359.2	643	1066.2	1265.1	892.7	664	452.3	179.2	29.1	11	0	279.3	461.2	0.950912971	0.283930124	0.508260217	0.842779227	1	0.705635918	0.524859695	0.357521145	0.141648882	0.023002134	0.008694965	0	0.220773061	0.364556162		Sec/SPI
D4GY40	Uncharacterized protein	11460.36	5	TRUE	4	5	4	5	4	4	4	3	3	1	1	0	0	0	1156.3	996.8	788.8	1230.8	1256.6	632.2	241.4	345.9	146.9	148	84.6	0	0	0	0.920181442	0.793251631	0.627725609	0.979468407	1	0.503103613	0.192105682	0.275266592	0.116902753	0.117778131	0.067324527	0	0	0		
D4GYU9	Uncharacterized protein	22419.31	2	TRUE	0	1	1	2	2	2	2	2	2	1	1	0	0	0	0	54.5	167.4	582.9	1142.9	602.4	511.1	480.2	197.1	36.7	7.6	0	0	0	0	0.047685712	0.146469507	0.510018374	1	0.527080234	0.44719573	0.420159244	0.172456033	0.032111296	0.006649751	0	0	0		
O30560	Thermosome subunit 2	59297.89	14	TRUE	13	12	11	12	14	11	9	11	7	6	5	1	1	1	617.7	596.5	742.5	785.1	958.8	728.5	314.1	464.5	275.1	304.1	289.1	37.3	15	24.7	0.644242804	0.622131831	0.774405507	0.818836045	1	0.759803922	0.327596996	0.484459741	0.286921151	0.317167292	0.301522737	0.038902795	0.015644556	0.025761368		
D4GXL2	Uncharacterized protein	13602.58	2	TRUE	0	2	2	2	2	2	2	2	1	1	1	0	0	0	0	149.1	271.3	637.9	921.4	679	490.7	584.2	170.2	214.1	81.9	0	0	0	0	0.161818971	0.294443239	0.692316041	1	0.736922075	0.532559149	0.634035164	0.184718906	0.232363794	0.088886477	0	0	0		
D4GZY4	ACT domain protein	20237.49	5	TRUE	0	5	5	5	5	4	4	3	2	3	0	0	0	0	0	651.4	679.8	827.2	867.7	544.6	401.3	153.8	84.5	298.1	0	0	0	0	0	0.750720295	0.783450501	0.953324882	1	0.62763628	0.462487035	0.177250202	0.097383888	0.343551919	0	0	0	0		
D4GSM9	GNAT family acetyltransferase	24408.67	7	TRUE	2	7	7	7	7	7	6	3	2	2	1	0	0	0	70.9	256.8	557.1	945.3	835.5	468.7	197.4	107.1	41.7	54.6	11.1	0	0	0	0.075002645	0.271659791	0.589336719	1	0.883846398	0.495821432	0.208822596	0.113297366	0.04411298	0.057759441	0.011742304	0	0	0		
D4GSY9	Putative ABC transporter anion-binding protein HVO_1888	35912.26	4	TRUE	0	3	2	3	3	3	2	3	1	2	1	0	0	0	0	190.9	214.3	608.7	830.7	1063	265.5	1038.2	150.8	495.3	76.2	0	0	0	0	0.179586077	0.201599247	0.572624647	0.781467545	1	0.249764817	0.976669802	0.141862653	0.465945437	0.071683913	0	0	0		Tat/SPII
D4GY44	ABC-type transport system permease protein	63252.77	2	TRUE	2	2	2	2	2	2	2	2	2	2	2	1	0	0	310.9	85.3	105.6	346.8	813.7	939.9	1203.4	1064.7	764.8	727.9	366.1	213.5	0	0	0.258351338	0.0708825	0.087751371	0.28818348	0.676167525	0.781037062	1	0.884743228	0.635532657	0.604869536	0.304221373	0.177413994	0	0		
D4GWS7	Lipoprotein	27671.88	2	TRUE	0	2	2	1	2	1	1	1	1	1	1	0	0	0	0	305.8	312.4	445.7	784.6	291.1	243.5	236.2	117.1	85.8	70.7	0	0	0	0	0.38975274	0.39816467	0.568060158	1	0.371017079	0.310349223	0.301045119	0.149248024	0.109355085	0.09010961	0	0	0		Sec/SPII
D4GT40	Phosphoribosyltransferase	26983.96	10	TRUE	0	10	10	9	10	9	5	4	1	0	0	0	0	0	0	515.2	693.2	824.9	782.8	399.3	55.6	436.1	8	0	0	0	0	0	0	0.624560553	0.840344284	1	0.948963511	0.484058674	0.067402109	0.528670142	0.009698145	0	0	0	0	0		
D4H091	Lrp/AsnC family transcription regulator	21758.07	3	TRUE	3	3	3	3	3	3	3	1	1	0	0	0	0	0	496.7	360.7	485.9	645.4	725.8	248.5	213.7	22.2	8.2	0	0	0	0	0	0.684348305	0.496968862	0.669468173	0.889225682	1	0.342380821	0.294433728	0.030586939	0.011297878	0	0	0	0	0		
D4GPM4	TIM-barrel domain-containing protein	29853.21	4	TRUE	0	3	4	4	4	4	2	1	1	0	0	0	0	0	0	84.3	138.8	568.7	694.8	284.3	328.9	65.1	16.4	0	0	0	0	0	0	0.121329879	0.199769718	0.818508923	1	0.409182499	0.473373633	0.093696028	0.023603915	0	0	0	0	0		
D4GQD2	ISHwa16-type transposase ISHvo16	38089.62	4	TRUE	0	3	3	4	4	4	3	3	3	1	0	0	0	0	0	63.6	136.4	396.3	619.3	369.6	237.1	231.3	88.1	63	0	0	0	0	0	0.102696593	0.220248668	0.639916034	1	0.596802842	0.382851607	0.373486194	0.142257387	0.101727757	0	0	0	0		
D4GU35	Acetyltransferase	22570.58	5	TRUE	0	2	3	4	5	4	4	4	4	2	1	0	0	0	0	74.1	87.5	269.4	549.8	378.1	307.9	361.9	201.7	144	19.8	0	0	0	0	0.134776282	0.159148781	0.489996362	1	0.68770462	0.560021826	0.65823936	0.366860677	0.261913423	0.036013096	0	0	0		
D4GSJ5	ACT domain protein	19163.29	3	TRUE	3	3	3	3	3	3	3	3	3	3	2	0	0	0	189.4	130.2	207.4	353	469.1	209.7	224.9	252.7	124.5	222.6	73.6	0	0	0	0.403751865	0.277552761	0.442123215	0.752504796	1	0.44702622	0.479428693	0.538691111	0.265401833	0.474525687	0.156896184	0	0	0		
D4GS14	protein-L-isoaspartate(D-aspartate) O-methyltransferase	26447.5	5	TRUE	0	2	4	5	5	5	2	2	2	2	2	1	1	0	0	50.3	142.3	327.6	447.1	287.3	42.6	90	93.8	121.5	112.1	36.7	63.4	0	0	0.112502796	0.318273317	0.732721986	1	0.642585551	0.095280698	0.201297249	0.209796466	0.271751286	0.250726907	0.082084545	0.141802729	0		
D4GVF2	TIGR03663 family protein	62841.68	2	TRUE	0	2	2	2	2	2	2	2	1	1	0	0	0	1	0	178.2	304.9	389.5	396.5	216.3	141.7	141.7	59.2	45.6	0	0	0	112.8	0	0.449432535	0.768978562	0.982345523	1	0.545523329	0.357377049	0.357377049	0.149306431	0.115006305	0	0	0	0.284489281		
D4GR69	ISHwa16-type transposase ISHvo16	38127.71	2	TRUE	0	1	2	2	2	2	2	2	2	1	0	0	0	0	0	27.8	53.9	153.9	327.3	231	124.2	116.8	40.7	16.7	0	0	0	0	0	0.084937366	0.164680721	0.470210816	1	0.705774519	0.379468378	0.356859151	0.124350749	0.051023526	0	0	0	0		
P25062	Cell surface glycoprotein	85188.54	2	TRUE	1	1	1	1	1	1	1	2	2	2	2	2	2	1	80.3	90.1	122.8	300.8	247	90	17.1	132.6	162.3	380.7	433.9	355.7	400.1	158.6	0.185065683	0.207651533	0.283014519	0.693247292	0.569255589	0.207421065	0.039410002	0.305600369	0.37404932	0.877391104	1	0.819774142	0.922101867	0.36552201		Sec/SPI
D4GZ55	Metal-dependent hydrolase domain protein	30600.43	4	TRUE	1	4	4	3	4	3	1	2	1	1	1	0	0	0	70	258.8	246.3	194.8	221.9	142.2	55.6	139.5	32.9	40.3	35	0	0	0	0.270479134	1	0.951700155	0.752704791	0.857418856	0.549459042	0.214837713	0.539026275	0.127125193	0.155718702	0.135239567	0	0	0		
D4GZE0	DUF1931 domain protein	6246.01	17	FALSE	11	17	17	16	14	13	9	10	8	6	5	4	4	3	1401428.4	113157090.1	94386536.7	84123084.2	55864068	22936160.3	14843138.6	6606094.1	3097388.1	2459929.8	1084942.1	706244.4	380735.6	286351.6	0.012384804	1	0.834119511	0.743418588	0.493685972	0.20269309	0.131172855	0.058379851	0.027372462	0.021739069	0.009587929	0.006241274	0.003364664	0.002530567		
D4GQG3	Tat pathway signal sequence domain protein	30836.43	35	FALSE	24	35	35	34	33	33	26	20	17	16	11	9	10	8	916342.6	17071276.6	10916526.6	7609489.6	4336775.5	1492868.6	604947.1	284428.4	129553.3	104390.3	60705.6	48904.1	40160.4	43732.8	0.05367745	1	0.639467502	0.445748129	0.25403932	0.087449148	0.035436547	0.016661226	0.007588964	0.006114967	0.003556008	0.002864701	0.002352513	0.002561777		Tat/SPI
D4GZW2	Orotate phosphoribosyltransferase	18561.84	19	FALSE	19	17	16	17	16	16	14	12	11	11	8	7	6	6	2548011.3	1221621.3	1027711.3	1056009.1	867144.2	507397.4	342502.1	255075.8	120724.2	90659.4	36540.8	17847.5	8514.4	7010.7	1	0.479441084	0.403338596	0.414444434	0.34032196	0.199134674	0.13441938	0.100107798	0.047379774	0.035580454	0.01434091	0.007004482	0.003341586	0.00275144		
D4GTC9	Small ribosomal subunit protein eS24	11632.89	29	FALSE	14	20	19	22	26	27	28	29	28	27	22	19	17	12	59831.4	80545.8	100304	295220.4	839498.8	1606146.2	2759535.7	3631939.3	2722887.7	2971967.6	1234130.8	532345.5	165201.5	73657.1	0.016473678	0.022177078	0.027617202	0.081284508	0.2311434	0.442228261	0.759796757	1	0.74970628	0.818286693	0.339799401	0.146573347	0.045485755	0.020280377		
D4GZF8	Ferritin/Dps domain protein	16908.51	23	FALSE	23	23	23	23	23	21	20	15	15	12	10	8	5	4	1305097.3	1563237	1172759.1	988175.9	628736.1	338261.6	215000.1	132820.5	57684.3	43467.5	19080.5	11258.5	5288.3	3202.8	0.834868481	1	0.750211964	0.632134411	0.402201394	0.216385359	0.137535191	0.084965044	0.036900547	0.027806084	0.012205763	0.007202043	0.003382916	0.002048826		
D4GSR1	Prefoldin subunit beta	13986.23	13	FALSE	10	13	13	13	13	13	11	11	8	6	3	3	3	1	35214.9	789093.1	937188.4	824398.7	582911.1	179314.6	62547.4	37733.5	9972.5	7085.1	3835.3	3363.1	2791	960.1	0.037575049	0.841979158	1	0.879650986	0.621978569	0.1913325	0.066739409	0.040262449	0.01064087	0.007559953	0.004092347	0.003588499	0.002978056	0.001024447		
D4GU54	GalE family epimerase/dehydratase	33840.05	25	FALSE	21	23	22	25	24	25	24	18	14	11	5	3	3	3	48313.2	799127.1	754813.1	703784.8	438239.6	159473.6	60673.8	26548.6	9209.4	6336.1	2294.9	818.4	533.8	532	0.060457467	1	0.944546994	0.880691945	0.548397871	0.199559745	0.075925094	0.033221999	0.011524324	0.007928776	0.002871758	0.001024117	0.000667979	0.000665726		
D4GWG6	Translation initiation factor 5A	14209.09	28	FALSE	3	8	9	13	22	22	28	27	28	28	23	16	16	9	468.4	5777.4	22629.4	89196.7	383903.7	913942.8	2143920.3	3356532.8	3273956.2	3803140.3	1792742	859422	282267.4	124829.2	0.000123161	0.001519113	0.005950188	0.023453434	0.10094387	0.24031267	0.563723694	0.882568755	0.860856014	1	0.471384661	0.225976938	0.07421956	0.032822665		
D4GTQ6	Adenylate kinase	23080.27	19	FALSE	16	19	19	19	19	17	13	13	12	10	8	5	4	3	69470.4	1374981.3	884230	579112.2	282069.3	80574.9	33449.8	13585.9	6208.4	6670.3	3842.1	2972.1	1658.9	1046.4	0.050524614	1	0.64308511	0.421178237	0.205144099	0.058600724	0.024327458	0.009880789	0.004515261	0.004851193	0.002794293	0.002161557	0.001206489	0.000761029		
D4GZY0	Small ribosomal subunit protein uS12	15476.77	15	FALSE	9	12	12	12	14	15	15	15	15	15	14	13	11	9	8636.9	10603.9	22258.9	76328.5	251308.5	471366.7	749502.8	1138186.5	872835.5	930138.1	448689.7	207315.4	70186.9	35251.5	0.007588299	0.009316487	0.019556461	0.067061505	0.220797295	0.414138368	0.658506141	1	0.766865096	0.817210624	0.394214569	0.182145369	0.061665553	0.030971638		
D4GU77	Twin-arginine translocation signal domain-containing protein	17902.65	27	FALSE	4	13	14	20	24	26	26	26	25	25	24	24	20	16	719.6	4928.9	15309.5	56945.9	229753.1	693619.5	1872339.6	3802847	3639638.7	4239911.7	2266918.6	1212516.4	344964.4	131545.9	0.000169721	0.001162501	0.003610806	0.013430916	0.05418818	0.163592912	0.441598725	0.896916556	0.858423231	1	0.534661748	0.285976805	0.081361223	0.031025623		Tat/SPI
D4GVV8	Translation initiation factor aIF-2 beta subunit / probable RNA-binding protein	22169.62	21	FALSE	18	21	21	21	21	20	19	15	11	8	7	4	3	2	58403.3	368224.1	320056.7	319832.9	209989.9	65982.3	27623.3	16381.9	5196.8	3172.7	1668.6	732.1	379.6	289.2	0.158608032	1	0.869189985	0.868582203	0.570277448	0.179190607	0.075017632	0.04448894	0.014113145	0.00861622	0.00453148	0.001988191	0.001030894	0.000785391		
D4GRG3	Peptidyl-prolyl cis-trans isomerase	16897.23	8	FALSE	4	8	8	8	8	8	7	6	5	3	2	1	0	0	5393.2	441352.4	383605.1	356569.9	203693.3	77130.9	45879.9	13571	5420.7	2352.5	899.9	790.8	0	0	0.012219714	1	0.869158296	0.807902937	0.461520771	0.17476035	0.103952986	0.030748672	0.012282022	0.005330208	0.00203896	0.001791765	0	0		
D4GYI8	phosphoenolpyruvate--glycerone phosphotransferase	13033.48	12	FALSE	7	12	12	12	12	11	9	9	8	7	6	5	2	1	16099.3	479864.2	322832.3	308770.4	201358.6	98378.1	38749.7	27522.2	18662.5	27913.8	15267.3	8338	754.8	37.2	0.0335497	1	0.672757626	0.64345371	0.4196158	0.205012376	0.080751388	0.057354143	0.038891211	0.058170207	0.031815876	0.017375749	0.001572945	7.75E-05		
D4GP57	Cobalamin biosynthesis protein	23948.28	15	FALSE	14	15	15	15	15	14	14	13	14	12	7	7	5	4	4799.7	333524	274659.5	304112	198685	83394.6	38145	17078.1	7024	6276.1	2387	1943.4	1044.1	808.5	0.014390868	1	0.823507454	0.911814442	0.595714251	0.250040777	0.114369581	0.051205011	0.021059954	0.018817536	0.007156906	0.005826867	0.003130509	0.002424113		
D4GUM3	Methylglyoxal synthase	13907.64	17	FALSE	5	9	9	12	14	15	17	17	17	15	14	11	9	9	1583.7	5738.7	14662.3	50385.5	176763.2	265674.1	474291	882313.6	619565.5	558674.3	261743.7	97651.3	36314.1	17383	0.00179494	0.00650415	0.016618014	0.057106113	0.200340559	0.301110739	0.537553768	1	0.702205542	0.633192439	0.296656087	0.110676408	0.041157815	0.019701612		
Q1XBW0	Cupin 2 barrel domain protein	11633.62	5	FALSE	2	5	5	5	5	5	5	3	3	2	2	2	2	2	4711.6	317149.5	280491.3	244805.7	166531.3	67943.4	43266.6	27229	14658.6	12562	6214.5	3317.8	1777.1	1437.2	0.014856085	1	0.884413502	0.771893697	0.525087695	0.214231459	0.136423359	0.085855409	0.046219843	0.03960908	0.01959486	0.010461312	0.005603351	0.004531617		
D4GUB9	Methionine aminopeptidase	32275.63	23	FALSE	17	23	23	23	23	21	19	17	9	7	4	3	1	0	17212.1	614784.3	424842.7	298976.8	157336.6	54149.4	24641.7	10690.6	4583.2	4076.6	1117.2	935.8	95	0	0.027996974	1	0.691043509	0.486311703	0.25592163	0.088078697	0.040081863	0.017389188	0.007454972	0.006630944	0.001817223	0.00152216	0.000154526	0		
D4GR24	Uncharacterized protein	23856.03	42	FALSE	41	29	29	28	27	24	24	18	16	13	12	12	11	11	3338600	97209.4	99911.7	144138.4	141071.2	77588.9	48804.3	58559.8	40532	53550	57733.7	58074.9	52974.8	43731.7	1	0.029116815	0.029926227	0.043173306	0.042254598	0.023239951	0.014618193	0.017540226	0.012140418	0.016039657	0.017292787	0.017394986	0.01586737	0.013098814		Tat/SPI
D4GVS5	thioredoxin-dependent peroxiredoxin	16698.93	14	FALSE	1	9	11	12	14	14	14	14	13	13	11	9	5	2	16.2	2388.7	12129.7	50423.5	132465	181533.8	207182.2	218915	113681.5	82449.5	28847.3	11687.2	2080.7	1276.9	7.40E-05	0.010911541	0.055408263	0.230333691	0.605097869	0.829243314	0.946404769	1	0.51929516	0.376627915	0.131773976	0.053386931	0.009504602	0.005832858		
D4GTX4	Large ribosomal subunit protein uL15	17828.21	15	FALSE	10	14	15	15	15	15	11	10	9	7	6	7	2	2	8288.1	265434	235396.1	205668.9	130224.7	51450.5	23415.9	10464.1	4333.1	2715	1448.2	1137.6	366.2	327.9	0.031224711	1	0.886834769	0.774840073	0.490610472	0.193835379	0.08821741	0.039422606	0.016324585	0.010228531	0.00545597	0.004285811	0.001379627	0.001235335		
D4GXU1	UPF0339 family protein	6675.41	19	FALSE	0	7	9	12	14	19	19	19	19	19	16	12	11	6	0	1798.3	5201	30218.9	121852.6	324982.9	680334.6	1019940.1	873960.9	914680.1	371978.2	200053.4	93875.7	51489.3	0	0.001763143	0.005099319	0.029628112	0.119470349	0.318629398	0.667033878	1	0.856874732	0.896797861	0.364705927	0.196142303	0.092040405	0.050482671		
D4GTY9	Large ribosomal subunit protein uL29	7670.55	10	FALSE	9	8	8	8	9	10	10	10	10	10	10	10	9	9	55800.5	53562.9	64642	91136.7	119726.6	153593.8	393721.4	1358252.8	2331780.4	5044576	4691863.6	3142938.5	1445733.8	659789.5	0.011061485	0.010617919	0.012814159	0.018066276	0.023733729	0.030447316	0.078048462	0.269250141	0.462235161	1	0.930080863	0.623033234	0.286591737	0.130791864		
D4GSW1	Small ribosomal subunit protein eS19	16673.55	19	FALSE	8	11	13	17	18	19	18	19	19	18	19	18	12	12	1335.1	2305.2	8212.5	29113.9	105899.2	213216.6	420118.5	704899.9	546134.9	540488.9	277460.2	114213.5	34793.4	14946.5	0.001894028	0.003270252	0.01165059	0.041302176	0.150232962	0.302477841	0.595997389	1	0.774769439	0.766759791	0.393616455	0.16202797	0.049359349	0.02120372		
D4GWH3	Hsp20-type molecular chaperone	13478.15	7	FALSE	5	7	7	7	7	7	6	5	4	3	2	1	0	0	74978.9	156491.7	165035.4	149093.7	104623.2	48889	28563.9	21413.5	8528	5795.8	3232.3	605.9	0	0	0.454320103	0.948231107	1	0.903404361	0.63394399	0.296233414	0.173077412	0.12975095	0.051673762	0.035118526	0.019585495	0.003671334	0	0		
D4GRZ0	Prephenate dehydratase	28698.71	17	FALSE	9	17	17	17	17	16	12	10	10	7	2	0	0	0	4389.4	184509.9	184004.4	165815.7	88057.5	29656.9	10464.3	3828.4	1373.6	715.9	76.6	0	0	0	0.023789509	1	0.99726031	0.898681859	0.477250814	0.160733381	0.05671403	0.020749022	0.007444587	0.003880009	0.000415154	0	0	0		
D4GY62	Uracil phosphoribosyltransferase	24501.81	23	FALSE	23	16	15	17	15	13	9	8	7	7	5	5	3	4	677165.3	13513.4	75038.9	11979.1	83339.1	3506.2	2169.6	1387.7	755.9	839.5	600.8	77297.2	118273.7	51821.5	1	0.019955836	0.110813268	0.017690068	0.123070541	0.005177761	0.003203944	0.002049278	0.001116271	0.001239727	0.000887228	0.1141482	0.174660013	0.076527105		
D4GWA6	Large ribosomal subunit protein eL21	10599.02	16	FALSE	3	5	7	9	12	15	16	16	15	15	14	12	9	4	648.8	1543.6	3674.6	19569.8	80549.3	210317	443881.7	752554.5	659939.7	848645.4	363538.3	181340.1	59164.1	31844.3	0.000764512	0.001818899	0.004329959	0.023060044	0.094915144	0.247826713	0.523047318	0.886771436	0.777638929	1	0.428374796	0.213681828	0.069715926	0.037523682		
D4GYG1	CopG domain protein	7851.73	5	FALSE	0	3	4	3	5	5	5	5	5	5	4	4	4	3	0	399.4	3078	15098.3	77276.5	131381.7	190106.3	291478.4	195641.8	213165.7	106275.8	54507.2	23123.2	12434.3	0	0.001370256	0.010559959	0.051799036	0.265119131	0.450742491	0.652214023	1	0.671205139	0.731325889	0.364609522	0.187002536	0.07933075	0.042659422		
