protein_id,signal_peptide,probability,cleavage_site,cleavage_site_prob
SKWB01000265.1_2@GCA_007129135.1,Tat/SPII,0.998337,31-32,0.835886
SKWB01000334.1_4@GCA_007129135.1,Tat/SPI,0.999972,31-32,0.910997
SKWB01000292.1_2@GCA_007129135.1,Tat/SPII,0.992117,22-23,0.842554
SKWB01000381.1_1@GCA_007129135.1,Sec/SPI,0.507904,29-30,0.371444
SKWB01000136.1_1@GCA_007129135.1,Tat/SPII,0.996953,26-27,0.834233
SKWB01000190.1_4@GCA_007129135.1,Tat/SPI,0.996748,37-38,0.872335
SKWB01000355.1_3@GCA_007129135.1,Tat/SPII,0.572768,20-21,0.414203
SKWB01000373.1_3@GCA_007129135.1,Tat/SPII,0.959441,23-24,0.819234
SKWB01000359.1_4@GCA_007129135.1,Sec/SPI,0.999131,24-25,0.654067
SKWB01000359.1_5@GCA_007129135.1,Sec/SPII,1.000036,18-19,0.991553
SKWB01000359.1_10@GCA_007129135.1,Tat/SPII,0.798844,43-44,0.659886
SKWB01000359.1_15@GCA_007129135.1,Tat/SPI,0.795833,22-23,0.598003
SKWB01000117.1_13@GCA_007129135.1,Sec/SPII,0.885391,17-18,0.853861
SKWB01000117.1_24@GCA_007129135.1,Tat/SPII,0.614670,42-43,0.510766
SKWB01000117.1_25@GCA_007129135.1,Tat/SPII,0.987402,33-34,0.823839
SKWB01000394.1_3@GCA_007129135.1,Tat/SPII,0.999950,26-27,0.845751
SKWB01000394.1_8@GCA_007129135.1,Tat/SPII,0.990573,23-24,0.839363
SKWB01000394.1_10@GCA_007129135.1,Tat/SPII,0.996971,23-24,0.843175
SKWB01000110.1_13@GCA_007129135.1,Tat/SPII,0.675190,23-24,0.570527
SKWB01000291.1_3@GCA_007129135.1,Tat/SPII,0.992822,30-31,0.841525
SKWB01000002.1_15@GCA_007129135.1,Tat/SPII,0.994134,32-33,0.841896
SKWB01000177.1_5@GCA_007129135.1,Sec/SPI,0.998841,30-31,0.970299
SKWB01000029.1_3@GCA_007129135.1,Tat/SPI,0.995129,46-47,0.816712
SKWB01000071.1_2@GCA_007129135.1,Tat/SPII,0.953314,29-30,0.800732
SKWB01000132.1_15@GCA_007129135.1,Tat/SPI,0.911330,42-43,0.786264
SKWB01000314.1_4@GCA_007129135.1,Tat/SPI,0.999997,28-29,0.913454
SKWB01000314.1_6@GCA_007129135.1,Sec/SPII,0.797120,17-18,0.777329
SKWB01000253.1_1@GCA_007129135.1,Sec/SPII,1.000044,19-20,0.995199
SKWB01000351.1_7@GCA_007129135.1,Tat/SPI,0.999965,38-39,0.887663
SKWB01000009.1_5@GCA_007129135.1,Sec/SPII,0.754740,28-29,0.741612
SKWB01000383.1_1@GCA_007129135.1,Tat/SPI,0.870351,46-47,0.377295
SKWB01000259.1_3@GCA_007129135.1,Tat/SPI,0.997400,40-41,0.890695
SKWB01000164.1_8@GCA_007129135.1,Tat/SPII,0.997583,26-27,0.843520
SKWB01000164.1_20@GCA_007129135.1,Tat/SPII,0.714455,37-38,0.530792
SKWB01000235.1_4@GCA_007129135.1,Sec/SPI,0.999032,24-25,0.948922
SKWB01000124.1_6@GCA_007129135.1,Sec/SPI,0.995944,17-18,0.924715
SKWB01000124.1_8@GCA_007129135.1,Tat/SPII,0.982478,31-32,0.826165
SKWB01000127.1_1@GCA_007129135.1,Tat/SPII,0.891669,23-24,0.756178
SKWB01000127.1_3@GCA_007129135.1,Tat/SPII,0.983431,31-32,0.824806
SKWB01000311.1_3@GCA_007129135.1,Tat/SPII,0.604905,25-26,0.507062
SKWB01000153.1_8@GCA_007129135.1,Tat/SPII,0.615830,24-25,0.390655
SKWB01000165.1_2@GCA_007129135.1,Tat/SPII,0.992211,23-24,0.827039
SKWB01000165.1_3@GCA_007129135.1,Tat/SPII,0.961390,25-26,0.808352
SKWB01000165.1_7@GCA_007129135.1,Tat/SPI,0.964421,47-48,0.828387
SKWB01000167.1_1@GCA_007129135.1,Tat/SPII,0.999441,27-28,0.839609
SKWB01000167.1_2@GCA_007129135.1,Tat/SPI,0.999956,33-34,0.913147
SKWB01000365.1_4@GCA_007129135.1,Tat/SPII,0.877929,24-25,0.739401
SKWB01000372.1_1@GCA_007129135.1,Sec/SPI,0.691549,33-34,0.476649
SKWB01000325.1_11@GCA_007129135.1,Sec/SPII,0.813198,17-18,0.791382
SKWB01000037.1_4@GCA_007129135.1,Tat/SPII,0.943553,20-21,0.799270
SKWB01000092.1_5@GCA_007129135.1,Tat/SPII,0.983928,24-25,0.829750
SLIS01000344.1_1@GCA_007135505.1,Sec/SPI,0.999019,28-29,0.606230
SLIS01000370.1_5@GCA_007135505.1,Tat/SPII,0.999069,33-34,0.825167
SLIS01000115.1_1@GCA_007135505.1,Sec/SPI,0.999075,24-25,0.971810
SLIS01000115.1_2@GCA_007135505.1,Sec/SPI,0.998958,24-25,0.975829
SLIS01000275.1_3@GCA_007135505.1,Sec/SPI,0.754658,28-29,0.673785
SLIS01000406.1_1@GCA_007135505.1,Tat/SPII,0.999782,25-26,0.845015
SLIS01000261.1_2@GCA_007135505.1,Tat/SPII,0.994340,36-37,0.807069
SLIS01000384.1_1@GCA_007135505.1,Tat/SPI,0.832465,22-23,0.369105
SLIS01000391.1_4@GCA_007135505.1,Tat/SPI,0.500232,30-31,0.404441
SLIS01000403.1_3@GCA_007135505.1,Tat/SPII,0.995581,29-30,0.832337
SLIS01000183.1_5@GCA_007135505.1,Tat/SPI,0.966609,31-32,0.817055
SLIS01000152.1_4@GCA_007135505.1,Sec/SPII,0.931048,20-21,0.908242
SLIS01000429.1_3@GCA_007135505.1,Tat/SPI,0.951329,49-50,0.700877
SLIS01000362.1_2@GCA_007135505.1,Sec/SPI,0.886229,25-26,0.823356
SLIS01000288.1_3@GCA_007135505.1,Sec/SPII,0.991474,20-21,0.972525
SLIS01000430.1_5@GCA_007135505.1,Tat/SPI,0.884395,57-58,0.622688
SLIS01000273.1_4@GCA_007135505.1,Tat/SPI,0.976954,30-31,0.875903
SLIS01000412.1_3@GCA_007135505.1,Tat/SPI,0.998791,28-29,0.911984
SLIS01000131.1_2@GCA_007135505.1,Tat/SPII,0.926124,44-45,0.777937
SLIS01000138.1_2@GCA_007135505.1,Tat/SPII,0.640703,17-18,0.547600
SLIS01000298.1_11@GCA_007135505.1,Tat/SPI,0.982394,57-58,0.856553
SLIS01000432.1_4@GCA_007135505.1,Tat/SPI,0.466557,28-29,0.370202
SLIS01000421.1_2@GCA_007135505.1,Tat/SPI,0.976222,47-48,0.859807
SLIS01000031.1_1@GCA_007135505.1,Tat/SPI,0.775903,69-70,0.401088
SLIS01000006.1_2@GCA_007135505.1,Tat/SPII,0.920024,33-34,0.761647
SLIS01000080.1_1@GCA_007135505.1,Tat/SPI,0.972524,40-41,0.850296
SLIS01000340.1_4@GCA_007135505.1,Sec/SPI,0.997160,25-26,0.965860
SLIS01000040.1_2@GCA_007135505.1,Sec/SPI,0.715344,29-30,0.718571
SLIS01000471.1_6@GCA_007135505.1,Sec/SPI,0.502360,26-27,0.329614
SLIS01000286.1_4@GCA_007135505.1,Sec/SPI,0.531588,36-37,0.421255
SLIS01000154.1_1@GCA_007135505.1,Sec/SPI,0.814189,31-32,0.368118
SLIS01000364.1_3@GCA_007135505.1,Tat/SPI,0.668735,26-27,0.387643
SLIS01000435.1_2@GCA_007135505.1,Tat/SPII,0.841219,29-30,0.697681
SLIS01000449.1_3@GCA_007135505.1,Sec/SPII,0.988787,19-20,0.972486
SLIS01000185.1_1@GCA_007135505.1,Tat/SPI,0.960749,60-61,0.537416
SLIS01000375.1_6@GCA_007135505.1,Tat/SPII,0.981337,25-26,0.821050
SLIS01000151.1_3@GCA_007135505.1,Tat/SPII,0.999062,29-30,0.834662
SLIS01000409.1_1@GCA_007135505.1,Tat/SPII,0.999794,20-21,0.848797
SLIS01000135.1_1@GCA_007135505.1,Tat/SPI,0.971152,24-25,0.603834
SLIS01000135.1_10@GCA_007135505.1,Sec/SPI,0.999040,25-26,0.807893
SLIS01000135.1_11@GCA_007135505.1,Sec/SPI,0.941083,26-27,0.892089
SLIS01000074.1_1@GCA_007135505.1,Tat/SPI,0.994895,35-36,0.875509
SLIS01000400.1_12@GCA_007135505.1,Tat/SPII,0.962373,29-30,0.809588
SLIS01000017.1_2@GCA_007135505.1,Tat/SPI,0.999960,39-40,0.749394
SLIS01000404.1_2@GCA_007135505.1,Tat/SPI,0.995346,44-45,0.880002
SLIS01000343.1_1@GCA_007135505.1,Tat/SPII,0.636006,22-23,0.538641
SLIS01000012.1_9@GCA_007135505.1,Sec/SPI,0.999133,21-22,0.983190
SLIS01000339.1_2@GCA_007135505.1,Tat/SPI,0.984691,45-46,0.842200
SLIS01000102.1_3@GCA_007135505.1,Sec/SPI,0.998874,25-26,0.971076
SLIS01000417.1_4@GCA_007135505.1,Tat/SPII,0.994153,20-21,0.837681
SLIS01000155.1_2@GCA_007135505.1,Tat/SPII,0.892879,20-21,0.760602
SLIS01000181.1_1@GCA_007135505.1,Tat/SPI,0.577225,44-45,0.398307
SLIS01000212.1_13@GCA_007135505.1,Sec/SPI,0.994081,15-16,0.959646
SLIS01000085.1_2@GCA_007135505.1,Tat/SPI,0.999901,27-28,0.725324
SLIS01000158.1_4@GCA_007135505.1,Tat/SPI,0.705107,38-39,0.279633
SLIS01000328.1_3@GCA_007135505.1,Tat/SPII,0.999853,30-31,0.842018
SLIS01000377.1_2@GCA_007135505.1,Sec/SPI,0.999037,27-28,0.810362
SLIS01000114.1_1@GCA_007135505.1,Tat/SPII,0.997622,32-33,0.830702
SLIS01000222.1_3@GCA_007135505.1,Sec/SPI,0.998944,16-17,0.971551
SLIS01000122.1_3@GCA_007135505.1,Tat/SPII,0.969452,27-28,0.815649
SLIS01000274.1_2@GCA_007135505.1,Tat/SPII,0.996847,20-21,0.842628
SLIS01000117.1_2@GCA_007135505.1,Tat/SPII,0.963713,21-22,0.802523
SLIS01000054.1_10@GCA_007135505.1,Sec/SPI,0.998616,23-24,0.988033
SLIS01000401.1_1@GCA_007135505.1,Tat/SPI,0.977127,47-48,0.861889
SLIS01000218.1_3@GCA_007135505.1,Tat/SPII,0.998553,20-21,0.850454
SLIS01000218.1_13@GCA_007135505.1,Sec/SPII,1.000008,15-16,0.987602
SLIS01000218.1_14@GCA_007135505.1,Tat/SPII,0.974007,25-26,0.810925
SLIS01000424.1_1@GCA_007135505.1,Tat/SPII,0.997629,27-28,0.838643
SLIS01000351.1_1@GCA_007135505.1,Tat/SPI,0.885706,34-35,0.679723
SLIS01000172.1_10@GCA_007135505.1,Sec/SPII,1.000015,20-21,0.992902
SLIS01000381.1_8@GCA_007135505.1,Tat/SPI,0.997957,43-44,0.880667
SLIS01000380.1_1@GCA_007135505.1,Tat/SPII,0.999260,27-28,0.845912
SLIS01000395.1_5@GCA_007135505.1,Sec/SPII,0.773034,18-19,0.726598
SLIS01000413.1_5@GCA_007135505.1,Tat/SPII,0.998072,24-25,0.834239
SLIS01000405.1_3@GCA_007135505.1,Sec/SPI,0.828557,36-37,0.735438
SLIS01000405.1_6@GCA_007135505.1,Sec/SPI,0.995040,34-35,0.924870
SLIS01000008.1_10@GCA_007135505.1,Sec/SPI,0.977317,15-16,0.913405
SLIS01000402.1_1@GCA_007135505.1,Tat/SPII,0.992209,31-32,0.831344
SLIS01000134.1_1@GCA_007135505.1,Sec/SPI,0.998634,28-29,0.972589
SLIS01000134.1_2@GCA_007135505.1,Tat/SPII,0.999797,23-24,0.846120
SLIS01000334.1_9@GCA_007135505.1,Sec/SPI,0.772853,28-29,0.719812
SLIS01000234.1_6@GCA_007135505.1,Tat/SPII,0.997769,20-21,0.842036
SLIS01000069.1_2@GCA_007135505.1,Tat/SPII,0.999719,32-33,0.792910
SLIS01000259.1_5@GCA_007135505.1,Tat/SPII,0.999726,23-24,0.840837
SLIS01000202.1_1@GCA_007135505.1,Sec/SPII,0.812700,20-21,0.789605
SLIS01000363.1_4@GCA_007135505.1,Sec/SPII,0.960979,21-22,0.912662
SLIS01000077.1_1@GCA_007135505.1,Sec/SPI,0.721157,24-25,0.719652
SLIS01000077.1_9@GCA_007135505.1,Tat/SPII,0.992545,20-21,0.826792
SLIS01000347.1_1@GCA_007135505.1,Sec/SPI,0.601354,19-20,0.556788
SLIS01000373.1_6@GCA_007135505.1,Tat/SPII,0.560012,60-61,0.460157
SLIS01000035.1_7@GCA_007135505.1,Sec/SPI,0.508923,26-27,0.381374
SLIS01000350.1_4@GCA_007135505.1,Tat/SPII,0.999185,25-26,0.849570
SLIS01000041.1_4@GCA_007135505.1,Tat/SPII,0.999434,24-25,0.846095
SLIS01000346.1_5@GCA_007135505.1,Tat/SPI,0.996101,36-37,0.884857
SLIS01000010.1_2@GCA_007135505.1,Tat/SPII,0.996931,20-21,0.844847
SLIS01000235.1_1@GCA_007135505.1,Sec/SPII,0.561595,22-23,0.547122
SLIS01000235.1_2@GCA_007135505.1,Sec/SPII,0.500284,21-22,0.488973
SLIS01000374.1_4@GCA_007135505.1,Tat/SPII,0.998982,26-27,0.842415
SLIS01000338.1_5@GCA_007135505.1,Tat/SPII,0.995250,31-32,0.851426
SLIS01000116.1_13@GCA_007135505.1,Tat/SPII,0.937169,45-46,0.763902
SLIS01000116.1_19@GCA_007135505.1,Sec/SPI,0.903980,22-23,0.472954
SLIS01000394.1_4@GCA_007135505.1,Tat/SPI,0.999980,31-32,0.906324
SLIS01000231.1_4@GCA_007135505.1,Tat/SPII,0.733901,23-24,0.612192
SLIS01000132.1_3@GCA_007135505.1,Tat/SPII,0.974656,28-29,0.818166
SLIS01000280.1_2@GCA_007135505.1,Tat/SPI,0.930376,25-26,0.834436
SLIS01000280.1_4@GCA_007135505.1,Sec/SPI,0.998811,23-24,0.813317
SLIS01000306.1_5@GCA_007135505.1,Tat/SPII,0.981997,26-27,0.821854
SLIS01000428.1_2@GCA_007135505.1,Tat/SPI,0.998941,45-46,0.682425
SLIS01000376.1_2@GCA_007135505.1,Tat/SPII,0.637793,20-21,0.538002
SLIS01000206.1_20@GCA_007135505.1,Tat/SPII,0.809798,20-21,0.688011
SLIS01000193.1_5@GCA_007135505.1,Sec/SPI,0.682536,25-26,0.771968
SLIS01000456.1_2@GCA_007135505.1,Tat/SPI,0.999616,30-31,0.882571
SLIS01000456.1_3@GCA_007135505.1,Tat/SPI,0.999956,30-31,0.883319
SLIS01000038.1_7@GCA_007135505.1,Tat/SPI,0.999542,36-37,0.898524
SLIS01000256.1_6@GCA_007135505.1,Sec/SPII,1.000076,23-24,0.993139
SLIS01000105.1_2@GCA_007135505.1,Sec/SPI,0.997858,20-21,0.972900
SLIS01000097.1_3@GCA_007135505.1,Tat/SPII,0.688732,52-53,0.558870
SLIS01000419.1_3@GCA_007135505.1,Tat/SPI,0.999868,27-28,0.928341
SLIS01000130.1_4@GCA_007135505.1,Tat/SPI,0.920058,50-51,0.784316
SLIS01000187.1_1@GCA_007135505.1,Sec/SPI,0.999126,34-35,0.974483
SLIS01000187.1_4@GCA_007135505.1,Tat/SPII,0.999454,24-25,0.854165
SLIS01000055.1_4@GCA_007135505.1,Tat/SPII,0.957955,21-22,0.806651
CP046866.1_2@GCA_009789175.1,Sec/SPI,0.998865,33-34,0.974728
CP046866.1_3@GCA_009789175.1,Sec/SPI,0.998825,28-29,0.921848
CP046866.1_13@GCA_009789175.1,Tat/SPII,0.870318,24-25,0.731997
CP046866.1_18@GCA_009789175.1,Sec/SPI,0.998536,28-29,0.627840
CP046866.1_29@GCA_009789175.1,Sec/SPI,0.551766,28-29,0.437578
CP046866.1_65@GCA_009789175.1,Tat/SPI,0.999963,36-37,0.917351
CP046866.1_66@GCA_009789175.1,Tat/SPII,0.997391,23-24,0.860694
CP046866.1_74@GCA_009789175.1,Sec/SPI,0.998468,28-29,0.957065
CP046866.1_132@GCA_009789175.1,Tat/SPII,0.953603,31-32,0.790707
CP046866.1_136@GCA_009789175.1,Sec/SPI,0.998585,30-31,0.734423
CP046866.1_140@GCA_009789175.1,Tat/SPI,0.999973,40-41,0.854302
CP046866.1_167@GCA_009789175.1,Sec/SPI,0.999110,16-17,0.977178
CP046866.1_184@GCA_009789175.1,Sec/SPI,0.927194,45-46,0.853318
CP046866.1_193@GCA_009789175.1,Tat/SPII,0.997939,20-21,0.852711
CP046866.1_207@GCA_009789175.1,Tat/SPII,0.998788,25-26,0.837375
CP046866.1_225@GCA_009789175.1,Sec/SPI,0.931078,21-22,0.705916
CP046866.1_226@GCA_009789175.1,Tat/SPII,0.852559,49-50,0.689285
CP046866.1_229@GCA_009789175.1,Tat/SPII,0.999445,20-21,0.847923
CP046866.1_231@GCA_009789175.1,Tat/SPI,0.520565,27-28,0.424106
CP046866.1_232@GCA_009789175.1,Tat/SPII,0.999687,28-29,0.842458
CP046866.1_251@GCA_009789175.1,Tat/SPI,0.541277,37-38,0.277197
CP046866.1_256@GCA_009789175.1,Tat/SPII,0.993814,32-33,0.816754
CP046866.1_292@GCA_009789175.1,Tat/SPI,0.627751,30-31,0.459042
CP046866.1_296@GCA_009789175.1,Sec/SPII,0.999833,19-20,0.986589
CP046866.1_298@GCA_009789175.1,Tat/SPII,0.635970,25-26,0.530290
CP046866.1_321@GCA_009789175.1,Sec/SPI,0.523142,48-49,0.468372
CP046866.1_343@GCA_009789175.1,Tat/SPII,0.690468,19-20,0.591088
CP046866.1_364@GCA_009789175.1,Sec/SPI,0.834834,57-58,0.743514
CP046866.1_382@GCA_009789175.1,Tat/SPII,0.999982,29-30,0.841989
CP046866.1_387@GCA_009789175.1,Tat/SPII,0.956854,18-19,0.823956
CP046866.1_400@GCA_009789175.1,Sec/SPII,0.515301,20-21,0.490438
CP046866.1_401@GCA_009789175.1,Tat/SPI,0.587078,29-30,0.503258
CP046866.1_409@GCA_009789175.1,Tat/SPII,0.999125,21-22,0.827871
CP046866.1_424@GCA_009789175.1,Sec/SPIII,0.701695,8-9,0.484329
CP046866.1_442@GCA_009789175.1,Tat/SPI,0.999973,26-27,0.745824
CP046866.1_452@GCA_009789175.1,Tat/SPI,0.999982,26-27,0.919972
CP046866.1_465@GCA_009789175.1,Sec/SPII,1.000038,18-19,0.997222
CP046866.1_475@GCA_009789175.1,Sec/SPI,0.721833,29-30,0.676892
CP046866.1_479@GCA_009789175.1,Sec/SPI,0.646641,28-29,0.524612
CP046866.1_511@GCA_009789175.1,Tat/SPII,0.999158,25-26,0.841208
CP046866.1_536@GCA_009789175.1,Sec/SPI,0.999231,28-29,0.973450
CP046866.1_552@GCA_009789175.1,Sec/SPI,0.510294,55-56,0.463075
CP046866.1_584@GCA_009789175.1,Tat/SPI,0.999936,30-31,0.913265
CP046866.1_637@GCA_009789175.1,Sec/SPI,0.588663,45-46,0.550906
CP046866.1_695@GCA_009789175.1,Sec/SPII,1.000057,24-25,0.990691
CP046866.1_819@GCA_009789175.1,Tat/SPI,0.797761,46-47,0.444477
CP046866.1_838@GCA_009789175.1,Tat/SPII,0.992566,22-23,0.838858
CP046866.1_841@GCA_009789175.1,Tat/SPII,0.772774,20-21,0.654289
CP046866.1_842@GCA_009789175.1,Tat/SPII,0.682066,20-21,0.578010
CP046866.1_855@GCA_009789175.1,Tat/SPI,0.996968,31-32,0.428634
CP046866.1_886@GCA_009789175.1,Sec/SPI,0.926221,32-33,0.852895
CP046866.1_943@GCA_009789175.1,Tat/SPII,0.992066,24-25,0.842410
CP046866.1_988@GCA_009789175.1,Tat/SPII,0.997878,27-28,0.844657
CP046866.1_1147@GCA_009789175.1,Tat/SPII,0.995800,25-26,0.852237
CP046866.1_1168@GCA_009789175.1,Sec/SPII,1.000067,20-21,0.992361
CP046866.1_1182@GCA_009789175.1,Tat/SPII,0.997015,32-33,0.839413
CP046866.1_1185@GCA_009789175.1,Tat/SPII,0.916874,48-49,0.767084
CP046866.1_1212@GCA_009789175.1,Tat/SPI,0.984230,31-32,0.767359
CP046866.1_1216@GCA_009789175.1,Tat/SPII,0.967119,41-42,0.797890
CP046866.1_1301@GCA_009789175.1,Tat/SPII,0.970928,25-26,0.805880
CP046866.1_1387@GCA_009789175.1,Sec/SPII,0.999922,11-12,0.989801
CP046866.1_1411@GCA_009789175.1,Tat/SPII,0.778887,24-25,0.654360
CP046866.1_1412@GCA_009789175.1,Tat/SPII,0.664938,16-17,0.557691
CP046866.1_1425@GCA_009789175.1,Sec/SPII,0.999960,25-26,0.993518
CP046866.1_1426@GCA_009789175.1,Sec/SPII,1.000004,21-22,0.994788
CP046866.1_1430@GCA_009789175.1,Sec/SPII,0.999862,28-29,0.989121
CP046866.1_1468@GCA_009789175.1,Sec/SPI,0.558190,25-26,0.499892
CP046866.1_1484@GCA_009789175.1,Tat/SPI,0.999174,37-38,0.885640
CP046866.1_1485@GCA_009789175.1,Tat/SPII,0.956640,41-42,0.778744
CP046866.1_1551@GCA_009789175.1,Tat/SPII,0.999541,27-28,0.842523
CP046866.1_1555@GCA_009789175.1,Tat/SPII,0.999794,29-30,0.841120
CP046866.1_1563@GCA_009789175.1,Sec/SPII,1.000067,17-18,0.996637
CP046866.1_1573@GCA_009789175.1,Sec/SPI,0.721493,44-45,0.632538
CP046866.1_1593@GCA_009789175.1,Sec/SPI,0.997734,33-34,0.965440
CP046866.1_1625@GCA_009789175.1,Tat/SPI,0.526985,32-33,0.294017
CP046866.1_1643@GCA_009789175.1,Sec/SPI,0.994028,38-39,0.957488
CP046866.1_1652@GCA_009789175.1,Tat/SPII,0.996398,32-33,0.835697
CP046866.1_1653@GCA_009789175.1,Tat/SPII,0.999677,24-25,0.856805
CP046866.1_1654@GCA_009789175.1,Sec/SPI,0.997864,32-33,0.963887
CP046866.1_1660@GCA_009789175.1,Sec/SPI,0.740906,26-27,0.887026
CP046866.1_1661@GCA_009789175.1,Sec/SPI,0.996903,30-31,0.360332
CP046866.1_1662@GCA_009789175.1,Sec/SPI,0.549503,26-27,0.340646
CP046866.1_1685@GCA_009789175.1,Sec/SPI,0.825813,34-35,0.802095
CP046866.1_1764@GCA_009789175.1,Sec/SPI,0.998998,23-24,0.971691
CP046866.1_1766@GCA_009789175.1,Sec/SPII,1.000058,19-20,0.995317
CP046866.1_1826@GCA_009789175.1,Sec/SPI,0.991262,26-27,0.934074
CP046866.1_1832@GCA_009789175.1,Sec/SPI,0.713276,34-35,0.770312
CP046866.1_1844@GCA_009789175.1,Sec/SPI,0.960167,34-35,0.900397
CP046866.1_1861@GCA_009789175.1,Sec/SPII,0.994104,31-32,0.983818
CP046866.1_1903@GCA_009789175.1,Sec/SPI,0.998983,22-23,0.967283
CP046866.1_1922@GCA_009789175.1,Sec/SPI,0.814529,33-34,0.587350
CP046866.1_1939@GCA_009789175.1,Tat/SPI,0.996106,36-37,0.523237
CP046866.1_1955@GCA_009789175.1,Sec/SPII,1.000049,18-19,0.995993
CP046866.1_1957@GCA_009789175.1,Tat/SPI,0.999553,32-33,0.917001
CP046866.1_1980@GCA_009789175.1,Tat/SPI,0.999996,30-31,0.926862
CP046866.1_1983@GCA_009789175.1,Sec/SPI,0.987570,25-26,0.941616
CP046866.1_2012@GCA_009789175.1,Tat/SPII,0.706193,20-21,0.571342
CP046866.1_2034@GCA_009789175.1,Sec/SPI,0.997408,30-31,0.968006
CP046866.1_2038@GCA_009789175.1,Tat/SPII,0.998112,23-24,0.852007
CP046866.1_2047@GCA_009789175.1,Sec/SPI,0.998623,30-31,0.889866
CP046866.1_2051@GCA_009789175.1,Sec/SPI,0.579048,30-31,0.493550
CP046866.1_2052@GCA_009789175.1,Sec/SPI,0.546157,34-35,0.258094
CP046866.1_2053@GCA_009789175.1,Sec/SPI,0.559634,23-24,0.549152
CP046866.1_2066@GCA_009789175.1,Sec/SPII,0.666099,39-40,0.958444
CP046866.1_2087@GCA_009789175.1,Tat/SPII,0.998748,22-23,0.846972
CP046866.1_2095@GCA_009789175.1,Tat/SPII,0.992710,23-24,0.841535
CP046866.1_2107@GCA_009789175.1,Tat/SPII,0.999346,31-32,0.840620
CP046866.1_2113@GCA_009789175.1,Sec/SPI,0.999000,23-24,0.976299
CP046866.1_2115@GCA_009789175.1,Sec/SPI,0.702160,28-29,0.474961
CP046866.1_2116@GCA_009789175.1,Tat/SPII,0.922853,20-21,0.784809
CP046866.1_2125@GCA_009789175.1,Sec/SPI,0.757350,30-31,0.716027
CP046866.1_2220@GCA_009789175.1,Sec/SPII,0.618355,20-21,0.585289
CP046866.1_2241@GCA_009789175.1,Tat/SPI,0.952871,28-29,0.780984
CP046866.1_2245@GCA_009789175.1,Sec/SPI,0.997605,28-29,0.967549
CP046866.1_2279@GCA_009789175.1,Sec/SPI,0.997558,34-35,0.970513
CP046866.1_2300@GCA_009789175.1,Sec/SPI,0.952829,27-28,0.508410
CP046866.1_2301@GCA_009789175.1,Sec/SPI,0.998291,28-29,0.969936
CP046866.1_2308@GCA_009789175.1,Sec/SPI,0.585616,28-29,0.505937
CP046866.1_2334@GCA_009789175.1,Tat/SPII,0.959346,35-36,0.792384
CP046866.1_2369@GCA_009789175.1,Sec/SPII,1.000050,18-19,0.996902
CP046866.1_2383@GCA_009789175.1,Sec/SPI,0.782860,31-32,0.472114
CP046866.1_2386@GCA_009789175.1,Tat/SPII,0.974267,21-22,0.831936
CP046866.1_2402@GCA_009789175.1,Sec/SPII,0.960827,17-18,0.915516
CP046866.1_2410@GCA_009789175.1,Tat/SPII,0.992171,22-23,0.844835
CP046866.1_2415@GCA_009789175.1,Sec/SPI,0.700648,32-33,0.778147
CP046866.1_2433@GCA_009789175.1,Tat/SPI,0.999929,28-29,0.928100
CP046866.1_2455@GCA_009789175.1,Tat/SPII,0.978657,23-24,0.833724
CP046866.1_2470@GCA_009789175.1,Tat/SPII,0.947083,20-21,0.808933
CP046866.1_2472@GCA_009789175.1,Tat/SPII,0.999574,26-27,0.838042
CP046866.1_2475@GCA_009789175.1,Sec/SPI,0.999022,27-28,0.974654
CP046866.1_2480@GCA_009789175.1,Sec/SPI,0.947537,26-27,0.867146
CP046866.1_2496@GCA_009789175.1,Tat/SPII,0.999598,28-29,0.836620
CP046866.1_2497@GCA_009789175.1,Tat/SPII,0.999299,20-21,0.848407
CP046866.1_2500@GCA_009789175.1,Sec/SPII,1.000071,15-16,0.995500
CP046866.1_2501@GCA_009789175.1,Sec/SPII,1.000066,16-17,0.997245
CP046866.1_2529@GCA_009789175.1,Tat/SPI,0.923311,44-45,0.594121
CP046866.1_2576@GCA_009789175.1,Sec/SPII,1.000048,20-21,0.994514
CP046866.1_2599@GCA_009789175.1,Tat/SPII,0.996787,26-27,0.847598
CP046866.1_2604@GCA_009789175.1,Tat/SPII,0.999536,22-23,0.839904
CP046866.1_2632@GCA_009789175.1,Sec/SPII,1.000048,24-25,0.994320
CP046866.1_2650@GCA_009789175.1,Sec/SPII,0.966142,17-18,0.948121
CP046866.1_2652@GCA_009789175.1,Sec/SPI,0.998831,26-27,0.968967
CP046866.1_2688@GCA_009789175.1,Tat/SPII,0.986119,31-32,0.841941
CP046866.1_2724@GCA_009789175.1,Sec/SPI,0.998676,29-30,0.968819
CP046866.1_2726@GCA_009789175.1,Sec/SPI,0.998714,26-27,0.970210
CP046866.1_2774@GCA_009789175.1,Sec/SPI,0.998891,30-31,0.975904
CP046866.1_2815@GCA_009789175.1,Tat/SPII,0.997392,20-21,0.853055
CP046866.1_2822@GCA_009789175.1,Tat/SPI,0.999658,40-41,0.899642
CP046866.1_2846@GCA_009789175.1,Sec/SPI,0.515872,30-31,0.285861
CP046866.1_2859@GCA_009789175.1,Tat/SPI,0.988110,31-32,0.667400
CP046866.1_2883@GCA_009789175.1,Tat/SPII,0.999780,27-28,0.860666
CP046866.1_2886@GCA_009789175.1,Tat/SPII,0.991433,31-32,0.826837
