query_organism,query_accession,query_protein_id,query_pfam_domain,query_start,query_end,target_accession,target_protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_organism_name,rank_sequence,rank_structure,average_rank
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_017622415.1,MBO5105312.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,UMGS1279 sp017622415,Clostridia bacterium,551,132,341.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_019415425.1,DXZF01000345.1_5,Bacteria,Bacillota_A,Clostridia,Christensenellales,QAND01,Allochristensenella,Allochristensenella sp019415425,Firmicutes bacterium,556,137,346.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_009774395.1,VSNQ01000133.1_4,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,COE1 sp009774395,Lachnospiraceae bacterium,670,25,347.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_904502105.1,CAJGDF010000024.1_8,Bacteria,Bacillota_A,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp904502105,uncultured Clostridia bacterium,426,281,353.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_900129935.1,WP_073031979.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus lacus,Desulfosporosinus lacus DSM 15449,677,30,353.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_009818105.1,WP_159785067.1,Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp009818105,Bacillus sp. N1-1,362,355,358.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_019037185.1,WP_216883928.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus caeni,Oceanobacillus caeni,437,291,364
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_000434895.1,CDD10059.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A succinatutens_A,Phascolarctobacterium succinatutens CAG:287,712,21,366.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000155555.1,WP_006103427.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus chthonoplastes,Coleofasciculus chthonoplastes PCC 7420,507,226,366.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_023512105.1,MCL6561742.1,Bacteria,Bacillota_E,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,JAIMAE01,JAIMAE01 sp023512105,Firmicutes bacterium,140,597,368.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_001399675.1,WP_054969226.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_B,Alicyclobacillus_B ferrooxydans,Alicyclobacillus ferrooxydans,604,133,368.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_001078375.1,WP_059363327.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella tobetsuensis,Veillonella tobetsuensis,464,288,376
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_902773295.1,CACYDT010000096.1_4,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,UBA3796,UBA3796 sp902773295,uncultured Veillonellaceae bacterium,525,236,380.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_900556765.1,USQH01000006.1_20,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1976,UMGS1976 sp900556765,uncultured Oscillospiraceae bacterium,697,64,380.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_943736985.1,WP_251859753.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_F,Clostridium_F sp943736985,Clostridium sp. Marseille-Q2269,564,203,383.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_015058655.1,MBE6102311.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_B,Selenomonas_B ruminantium_C,Selenomonas ruminantium,691,78,384.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_004558595.1,SFCN01000007.1_46,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp004558595,Phascolarctobacterium sp.,595,175,385
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_013359215.1,NUM34896.1,Bacteria,Planctomycetota,Uabimicrobiia,Uabimicrobiales,JABWCH01,JABWCH01,JABWCH01 sp013359215,Candidatus Brocadiae bacterium,312,462,387
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000143085.1,WP_013219405.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Nitrosococcus,Nitrosococcus watsonii,Nitrosococcus watsonii C-113,706,84,395
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_003486645.1,HAX87049.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,UBA11370,UBA11370 sp003486645,Cyanobacteria bacterium UBA11370,736,68,402
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_023622765.1,JAMNYO010000108.1_7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,Fermentimonas sp019136875,Bacteroidetes bacterium,389,418,403.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000016505.1,WP_012101360.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_B,Clostridium_B kluyveri,Clostridium kluyveri DSM 555,385,423,404
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_015067385.1,MBE6895727.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp015067385,Oscillospiraceae bacterium,487,324,405.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_018333525.1,MBS3914352.1,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,JAGXTF01,JAGXTF01 sp018333525,Bacteroidetes bacterium,661,161,411
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_002797315.1,WP_198508946.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,C254,C254 sp002797315,Bacillus sp. FJAT-44742,746,77,411.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_900115845.1,WP_061802363.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_H,Bacillus_I,Bacillus_I endophytica,Priestia endophytica DSM 13796,342,483,412.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_014656495.1,GHG87075.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp014656495,Comamonas sp. KCTC 72670,557,270,413.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_023415795.1,JAEZJG010000005.1_20,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023415795,Firmicutes bacterium,450,381,415.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000235605.1,WP_014185824.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus orientis,Desulfosporosinus orientis DSM 765,745,88,416.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_934190775.1,CAKPTG010000010.1_55,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp934190775,uncultured Phascolarctobacterium sp.,783,51,417
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_014642655.1,WP_188696111.1,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Pullulanibacillus,Pullulanibacillus camelliae,Pullulanibacillus camelliae,653,183,418
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_006716355.1,WP_142036736.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Stackebrandtia,Stackebrandtia endophytica,Stackebrandtia endophytica,652,186,419
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_012519205.1,NLK20489.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Defluviitaleaceae,JAAYQR01,JAAYQR01 sp012519205,Epulopiscium sp.,672,171,421.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_003150225.1,PWL43841.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,QAND01,QAND01,QAND01 sp003150225,Firmicutes bacterium,656,189,422.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_001306135.1,WP_054533860.1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon geysericola,Herpetosiphon geysericola,381,465,423
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_900086715.1,WP_042533134.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus timonensis,Gracilibacillus timonensis,577,272,424.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_902785705.1,CACZZN010000018.1_42,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,UBA9786,UBA9786 sp902785705,uncultured Veillonellaceae bacterium,676,180,428
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_900176355.1,WP_084574650.1,Bacteria,Bacillota_C,Negativicutes,Sporomusales,Sporomusaceae,Sporomusa,Sporomusa malonica,Sporomusa malonica,414,453,433.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_017441125.1,MBQ7014793.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp017441125,Clostridia bacterium,445,425,435
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_900187165.1,WP_095177370.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_G,Clostridium_G cochlearium,Clostridium cochlearium,550,323,436.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_003044305.1,WP_108072678.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium,Archangium sp003044305,Vitiosangium sp. GDMCC 1.1324,571,314,442.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000389635.1,WP_015614253.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,Clostridium_I pasteurianum_A,Clostridium pasteurianum BC1,609,280,444.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_023897015.1,WP_252471631.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus nitroreducens,Desulfosporosinus nitroreducens,840,60,450
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_902781305.1,CACZIV010000080.1_1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_A,Selenomonas_A ruminantium_K,Selenomonas ruminantium,791,113,452
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_004766055.1,WP_135379944.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus sp004766055,Desulfosporosinus sp. Sb-LF,888,16,452
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_944390445.1,CALXQB010000044.1_2,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXRW01,CALXRW01 sp944390445,uncultured Clostridia bacterium,542,372,457
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_001611555.1,WP_066238656.1,Bacteria,Bacillota_C,Negativicutes,Sporomusales_A,Acetonemaceae,Anaerosporomusa,Anaerosporomusa subterranea,Anaerosporomusa subterranea,696,219,457.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_001548375.1,WP_067775841.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus,Trichormus sp001548375,Nostoc sp. NIES-3756,870,55,462.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_020632975.1,MCB9641621.1,Bacteria,Myxococcota,UBA6777,UBA6777,UBA6777,JAKLKB01,JAKLKB01 sp020632975,Myxococcales bacterium,627,303,465
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_020846875.1,MCC6337339.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,JADLDB01,JADLDB01 sp020846875,Myxococcales bacterium,708,225,466.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000359585.1,WP_017895957.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_B,Clostridium_B tyrobutyricum,Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008,511,424,467.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_016887565.1,WP_204222196.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium,Archangium violaceum_B,Archangium violaceum,629,315,472
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_002196705.1,WP_088226568.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus sp002196705,Desulfosporosinus sp. FKB,912,43,477.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_013178305.1,NPV71319.1,Bacteria,Bacillota_E,JABLXB01,JABLXB01,JABLXB01,JABLXB01,JABLXB01 sp013178305,Firmicutes bacterium,568,392,480
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_022710345.1,JAKLHB010000146.1_11,Bacteria,Planctomycetota,Uabimicrobiia,Uabimicrobiales,JAKLHB01,JAKLHB01,JAKLHB01 sp022710345,Planctomycetes bacterium,428,540,484
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_012512325.1,NLC14891.1,Bacteria,Bacillota_E,DTU015,DTU015,DTU015,DTU015,DTU015 sp012512325,Firmicutes bacterium,491,481,486
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_023336935.1,WP_249078644.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,CAG-266,CAG-266 sp000436095,Phascolarctobacterium sp. ET69,924,49,486.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_903905455.1,CAIVGN010000055.1_18,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium_A,Archangium_A sp903905455,uncultured Archangium sp.,619,356,487.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_021846505.1,JAJZWV010000049.1_17,Bacteria,Bacillota_E,Sulfobacillia,Sulfobacillales,JAIMBI01,JAJZWV01,JAJZWV01 sp021846505,Firmicutes bacterium,679,302,490.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000750635.1,WP_040979004.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus jeddahense,Oceanobacillus jeddahense,733,255,494
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_902792295.1,CADAZC010000047.1_6,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-138,UBA3792,UBA3792 sp902792295,uncultured Eubacteriales bacterium,873,125,499
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_900553055.1,USBV01000092.1_3,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp900553055,uncultured Phascolarctobacterium sp.,940,62,501
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_022921115.1,WP_245035441.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A sp022921115,Halobacillus sp. SSHM10-5,565,438,501.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_900009145.1,WP_072717727.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,Planktothrix tepida,Planktothrix tepida PCC 9214,939,70,504.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_011320225.1,WP_166350618.1,Bacteria,Actinomycetota,Actinomycetia,Jiangellales,Jiangellaceae,Phytoactinopolyspora,Phytoactinopolyspora limicola,Phytoactinopolyspora limicola,640,375,507.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_944390965.1,CALXRW010000002.1_57,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXRW01,CALXRW01 sp944390965,uncultured Clostridia bacterium,792,228,510
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_013281975.1,WP_176230715.1,Bacteria,Actinomycetota,Humimicrobiia,Hakubanellales,Hakubanellaceae,Hakubanella,Hakubanella thermoalkaliphilus,Candidatus Hakubanella thermoalkaliphilus,603,420,511.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_014695915.1,WP_190637713.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,FACHB-T130,FACHB-40,FACHB-40 sp014695915,Trichocoleus sp. FACHB-40,567,459,513
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_023406895.1,JAEXTV010000020.1_61,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023406895,Firmicutes bacterium,815,213,514
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_905234195.1,CAJOFR010000001.1_39,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Quinella,Quinella sp905234195,uncultured Selenomonadaceae bacterium,936,96,516
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_900010725.2,WP_083624846.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,Planktothrix serta,Planktothrix serta PCC 8927,915,131,523
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_002886255.1,WP_091582600.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Alteribacillus,Alteribacillus bidgolensis,Alteribacillus bidgolensis,874,176,525
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_902789675.1,CADAPG010000018.1_44,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-138,UBA3792,UBA3792 sp902789675,uncultured Eubacteriales bacterium,918,147,532.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_009885595.1,VFKJ01000073.1_5,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium_A,Archangium_A sp009885595,Myxococcales bacterium,813,253,533
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_000686945.1,WP_231464618.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_A,Selenomonas_A sp000686945,Selenomonas sp. AE3005,923,177,550
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_023565505.1,MCL8208846.1,Bacteria,Bacillota_E,Sulfobacillia,Sulfobacillales,JAIMBI01,JAIMBI01,JAIMBI01 sp023565505,Actinomycetia bacterium,680,421,550.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_002763455.1,WP_100013142.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus_A,Lentibacillus_A sediminis,Lentibacillus sediminis,566,536,551
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_910579935.1,CAJTVQ010000002.1_132,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Kineothrix,Kineothrix sp910579935,uncultured Lachnospiraceae bacterium,875,230,552.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_020635205.1,MCB9215174.1,Bacteria,Bacteroidota,Kapabacteria,OLB7,OLB7,JAGWAZ01,JAGWAZ01 sp020635205,Ignavibacteria bacterium,827,287,557
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_900769615.1,CAAGHH010000010.1_8,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_A,Selenomonas_A sp900769615,Selenomonadales bacterium,980,136,558
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_010091945.1,WP_162423372.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Myxacorys,Myxacorys almedinensis,Myxacorys almedinensis A,782,339,560.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_902801565.1,CADCIX010000032.1_12,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,UBA3796,UBA3796 sp902801565,uncultured Veillonellaceae bacterium,795,334,564.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_012842685.1,HHY76117.1,Bacteria,Bacillota_E,DTU015,DTU015,DTU015,UBA3951,UBA3951 sp012842685,Firmicutes bacterium,826,313,569.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCF_012933365.1,WP_169101071.1,Bacteria,Bacillota_E,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,Sulfobacillus_B,Sulfobacillus_B sp012933365,Sulfobacillus sp. DSM 109850,962,187,574.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,203,260,GCA_017357865.1,QSZ27998.1,Bacteria,Bacillota_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,3443-3Ac,3443-3Ac sp017357865,thermophilic bacterium 3443-3Ac,758,408,583
