assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCA_016839785.1,JAEOTQ010000093.1_2,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016839785
GCA_016839815.1,JAEOTM010000170.1_6,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016839815
GCA_016839865.1,JAEOTN010000499.1_4,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,AMARA-1,AMARA-1,AMARA-1 sp016839865
GCA_016839865.1,JAEOTN010000550.1_3,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,AMARA-1,AMARA-1,AMARA-1 sp016839865
GCA_016839915.1,JAEOTH010000149.1_16,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp016839915
GCA_016839915.1,JAEOTH010000149.1_16,PF00018.31,SH3_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp016839915
GCA_016840025.1,JAEOTF010000407.1_7,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,YT1-039,YT1-039,YT1-039 sp016840025
GCA_016840035.1,JAEOTC010000182.1_43,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840035
GCA_016840085.1,JAEOTA010000055.1_29,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp016840085
GCA_016840125.1,JAEOSY010000190.1_5,PF01476.23,LysM,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125
GCA_016840125.1,JAEOSY010000305.1_4,PF01476.23,LysM,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,JABXJT01,JABXJT01 sp016840125
GCA_016840165.1,JAEOSU010000047.1_9,PF01476.23,LysM,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp016840165
GCA_016840245.1,JAEOST010000343.1_7,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245
GCA_016840245.1,JAEOST010000343.1_7,PF01471.21,PG_binding_1,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245
GCA_016840245.1,JAEOST010000481.1_12,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,YT-029,YT-029 sp016840245
GCA_016840315.1,JAEOSO010000138.1_1,PF06347.16,SH3_4,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840315
GCA_016840315.1,JAEOSO010000138.1_1,PF08239.14,SH3_3,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840315
GCA_016840515.1,JAEOSF010000031.1_4,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum yapensis
GCA_016840645.1,JAEORY010000013.1_18,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645
GCA_016840645.1,JAEORY010000361.1_1,PF01471.21,PG_binding_1,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum sp016840645
GCA_016840685.1,JAEORX010000004.1_25,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840685
GCA_016840685.1,JAEORX010000004.1_25,PF00018.31,SH3_1,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840685
GCA_016840685.1,JAEORX010000034.1_29,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840685
GCA_016840695.1,JAEORV010000203.1_4,PF01471.21,PG_binding_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695
GCA_016840695.1,JAEORV010000435.1_1,PF11741.11,AMIN,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695
GCA_016840695.1,JAEORV010000522.1_3,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695
GCA_016840695.1,JAEORV010000522.1_3,PF00018.31,SH3_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016840695
GCA_016840825.1,JAEORN010000062.1_11,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825
GCA_016840825.1,JAEORN010000197.1_8,PF01476.23,LysM,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016840825
GCA_016840855.1,JAEORO010000056.1_31,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp016840855
GCA_016840945.1,JAEORJ010000330.1_23,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp016840945
GCA_016841005.1,JAEORG010000250.1_31,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016841005
GCA_016841005.1,JAEORG010000354.1_5,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp016841005
GCA_016841265.1,JAENZL010000033.1_10,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,MTP4,MTP4 sp016841265
GCA_016845345.1,JAERSV010000002.1_25,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-Q1,MGIIb-Q1 sp016845345
GCA_016866645.1,MBM3199815.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645
GCA_016874675.1,MBM4250272.1,PF07653.20,SH3_2,Archaea,Thermoplasmatota,Themoplasmata_A,DTKX01,VGTL01,VGTL01,VGTL01 sp016874675
GCA_016928115.1,MBN1377468.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLI01,JAFGLI01,JAFGLI01 sp016928115
GCA_016928155.1,MBN1386710.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLG01,JAFGLG01,JAFGLG01 sp016928155
GCA_016928155.1,MBN1386714.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLG01,JAFGLG01,JAFGLG01 sp016928155
GCA_016930995.1,MBN1861861.1,PF05036.16,SPOR,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995
GCA_016931255.1,MBN1896653.1,PF04122.15,CW_binding_2,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,JAFGSV01,JAFGFG01,JAFGFG01 sp016931255
GCA_016931955.1,MBN2014615.1,PF04122.15,CW_binding_2,Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,JAFGDV01,JAFGDV01 sp016931955
GCA_016932315.1,MBN2052851.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016932315
GCA_016932315.1,MBN2052948.1,PF05036.16,SPOR,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016932315
GCA_016933055.1,MBN2155865.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,AMARA-1,AMARA-1,AMARA-1 sp016933055
GCA_016933575.1,MBN2229346.1,PF05036.16,SPOR,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp016933575
GCA_016933575.1,MBN2229378.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp016933575
GCA_016934325.1,MBN2330294.1,PF04122.15,CW_binding_2,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,JAFGSV01,JAFGSV01,JAFGSV01 sp016934325
GCA_016934355.1,MBN2334611.1,PF07653.20,SH3_2,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,RBG-16-57-9,RBG-16-57-9 sp016934355
GCA_016935095.1,MBN2422746.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR15,JAFGRO01,JAFGRO01 sp016935095
GCA_016935125.1,MBN2458382.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,DSVV01,JAFGRM01,JAFGRM01 sp016935125
GCA_016935175.1,MBN2459849.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016935175
GCA_016936135.1,MBN2603432.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,JAFGPP01,JAFGPP01 sp016936135
GCA_016938695.1,MBN2881455.1,PF08239.14,SH3_3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGUC01,JAFGUC01,JAFGUC01 sp016938695
GCA_017410345.1,MBQ2961565.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp017410345
GCA_017608235.1,JAFCGI010000007.1_22,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,UBA10117,JAFCGI01,JAFCGI01,JAFCGI01 sp017608235
GCA_017608235.1,JAFCGI010000033.1_2,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,UBA10117,JAFCGI01,JAFCGI01,JAFCGI01 sp017608235
GCA_017608295.1,JAFCGF010000011.1_18,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAGVZT01,JAFCGF01,JAFCGF01 sp017608295
GCA_017608385.1,JAFCFZ010000009.1_56,PF04122.15,CW_binding_2,Archaea,Nanoarchaeota,Nanoarchaeia,B33-G15,B33-G15,JAFCFZ01,JAFCFZ01 sp017608385
GCA_017608405.1,JAFCFX010000002.1_22,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAFCFX01,JAFCFX01 sp017608405
GCA_017608505.1,JAFCFT010000007.1_21,PF04122.15,CW_binding_2,Archaea,Nanoarchaeota,Nanoarchaeia,WJKC01,WJKC01,JAFCFT01,JAFCFT01 sp017608505
GCA_017608625.1,JAFCFN010000001.1_110,PF08239.14,SH3_3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFCFN01,JAFCFN01,JAFCFN01 sp017608625
GCA_017608625.1,JAFCFN010000014.1_1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFCFN01,JAFCFN01,JAFCFN01 sp017608625
GCA_017609245.1,JAFCEI010000002.1_38,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFCFN01,JAFCFN01,JAFCFN01 sp017609245
GCA_017609285.1,JAFCEE010000003.1_87,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAFCEE01,JAFCEE01 sp017609285
GCA_017609465.1,JAFCDX010000001.1_29,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,JAFCDX01,JAFCDX01,JAFCDX01 sp017609465
GCA_017609475.1,JAFCDW010000034.1_8,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAFCDW01,JAFCDW01 sp017609475
GCA_017609995.1,JAFCCX010000043.1_1,PF09374.13,PG_binding_3,Archaea,Nanoarchaeota,Nanoarchaeia,UBA10117,JABICX01,JAFCCX01,JAFCCX01 sp017609995
GCA_017610225.1,JAFCCM010000008.1_3,PF01476.23,LysM,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,CG10238-14,CG10238-14,CG10238-14,CG10238-14 sp017610225
GCA_017857195.1,JAFMDM010000184.1_1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Sulfodiicoccus,Sulfodiicoccus sp017857195
GCA_017857235.1,JAFMDN010000009.1_2,PF08239.14,SH3_3,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,GCA-001856825,JAFMDN01,JAFMDN01 sp017857235
GCA_017857235.1,JAFMDN010000009.1_2,PF18348.4,SH3_16,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,GCA-001856825,JAFMDN01,JAFMDN01 sp017857235
GCA_017857595.1,JAFMCU010000007.1_52,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Gearchaeales,Gearchaeaceae,AAA261-N23,AAA261-N23 sp017857595
GCA_017883965.1,JAFNKG010000015.1_25,PF01476.23,LysM,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,JAFNKG01,JAFNKG01 sp017883965
GCA_018221105.1,MBR9677162.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAAOYA01,JAAOYA01,JAAOYA01 sp018221105
GCA_018221125.1,MBR9691547.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKL01,JAAOYC01,JAAOYC01 sp018221125
GCA_018221245.1,MBR9701221.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA525,UBA525,UBA525 sp018221245
GCA_018238545.1,JABCTC010000022.1_12,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp018238545
GCA_018238545.1,JABCTC010000034.1_5,PF01471.21,PG_binding_1,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp018238545
GCA_018238625.1,JABCSY010000146.1_4,PF01476.23,LysM,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp018238625
GCA_018238965.1,JABCSI010000051.1_8,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,MK-D1,Prometheoarchaeum,Prometheoarchaeum sp018238965
GCA_018238965.1,JABCSI010000158.1_9,PF01471.21,PG_binding_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,MK-D1,Prometheoarchaeum,Prometheoarchaeum sp018238965
GCA_018302135.1,MBS3172601.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,PNOQ01,PNOQ01,PNOQ01 sp018302135
GCA_018302605.1,MBS3170112.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,JACOZP01,JACOZP01 sp018302605
GCA_018303075.1,MBS3137529.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,DSVV01,JACRKF01,JACRKF01 sp018303075
GCA_018303285.1,MBS3119146.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAGVYL01,JAGVYL01,JAGVYL01 sp018303285
GCA_018303325.1,MBS3122693.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,DSVV01,JACQSP01,JACQSP01 sp018303325
GCA_018303485.1,MBS3108657.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,JACPNG01,JAGVYC01,JAGVYC01 sp018303485
GCA_018303545.1,MBS3108217.1,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,JAGVXY01,JAGVXY01,JAGVXY01 sp018303545
GCA_018303625.1,MBS3102308.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,JAGVXV01,JAGVXV01 sp018303625
GCA_018303625.1,MBS3102811.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,JAGVXV01,JAGVXV01 sp018303625
GCA_018303885.1,MBS3086675.1,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,ASMP01,ASMP01 sp018303885
GCA_018303885.1,MBS3086772.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,ASMP01,ASMP01 sp018303885
GCA_018303925.1,MBS3084381.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,GW2011-AR1,GW2011-AR1 sp018303925
GCA_018304205.1,MBS3071548.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAGVWR01,JAGVWR01 sp018304205
GCA_018304545.1,MBS3052256.1,PF01476.23,LysM,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,CG10238-14,CG10238-14,JAGVVZ01,JAGVVZ01 sp018304545
GCA_018304545.1,MBS3052716.1,PF01476.23,LysM,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,CG10238-14,CG10238-14,JAGVVZ01,JAGVVZ01 sp018304545
GCA_018334755.1,MBS3817340.1,PF08239.14,SH3_3,Archaea,Thermoplasmatota,Thermoplasmata,PWKY01,PWKY01,Natronoplasma,Natronoplasma sp018334755
GCA_018334775.1,MBS3760143.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Halodesulfurarchaeum sp018334775
GCA_018335335.1,MBS3793892.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,WJIL01,WJIL01 sp018335335
GCA_018609935.1,JAHENH010000070.1_4,PF09374.13,PG_binding_3,Archaea,Halobacteriota,Halobacteria,JAHENH01,JAHENH01,JAHENH01,JAHENH01 sp018609935
GCA_018646625.1,MBT3537682.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JABGUJ01,JABGUJ01,JABGUJ01 sp018646625
GCA_018650285.1,MBT4058924.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-Q1,MGIIb-Q1 sp018650285
GCA_018654845.1,MBT3757126.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassarchaeaceae,MGIIb-O2,MGIIb-O2 sp002499785
GCA_018655015.1,MBT3866063.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,UBA489,JABIKK01,JABIKK01 sp018655015
GCA_018656555.1,MBT4440982.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,GW2011-AR17,JABHZQ01,JABHZQ01 sp018656555
GCA_018658265.1,MBT4577062.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,UBA489,JABIKK01,JABIKK01 sp018658265
GCA_018661705.1,MBT5272813.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,DSVV01,JABHXF01,JABHXF01 sp018661705
GCA_018662715.1,MBT5286193.1,PF01476.23,LysM,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Poseidonia sp018662715
GCA_018664115.1,MBT4805488.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,JABJOX01,JABJOX01 sp018664115
GCA_018668595.1,MBT6518968.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11576,JABJCP01,JABJCP01 sp018668595
GCA_018670085.1,MBT6762482.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,GCA-2688265,GCA-2688265 sp018670085
GCA_018670095.1,MBT6773785.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,JABJOX01,JABJOX01 sp018670095
GCA_018675335.1,MBT7902387.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11576,JABJCP01,JABJCP01 sp018675335
GCA_018693795.1,MBT6995705.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,PNOQ01,JABJPM01,JABJPM01 sp018693795
GCA_018696595.1,MBT6743885.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,JABJOX01,JABJOX01 sp018696595
GCA_018812355.1,MBU0459467.1,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,JAHJDQ01,JAHJDQ01 sp018812355
GCA_018812355.1,MBU0460920.1,PF06347.16,SH3_4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,JAHJDQ01,JAHJDQ01 sp018812355
GCA_018812765.1,MBU0469921.1,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR9,JAHJDB01,JAHJDB01 sp018812765
GCA_018813445.1,MBU0585956.1,PF01471.21,PG_binding_1,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,JAHJBR01,JAHJBR01 sp018813445
GCA_018813725.1,MBU0615282.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAHJBD01,JAHJBD01,JAHJBD01 sp018813725
GCA_018816205.1,MBU0907749.1,PF09374.13,PG_binding_3,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,UBA73,UBA73 sp018816205
GCA_018816585.1,MBU0962412.1,PF05036.16,SPOR,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,JAFCDX01,JAHIVQ01,JAHIVQ01 sp018816585
GCA_018817005.1,MBU1030590.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GCA-2686295,JAHIUF01,JAHIUF01 sp018817005
GCA_018819065.1,MBU1201780.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GCA-2686295,GCA-2686295,GCA-2686295 sp018819065
GCA_018819065.1,MBU1201794.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GCA-2686295,GCA-2686295,GCA-2686295 sp018819065
GCA_018894775.1,MBU4501643.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,JAHIPG01,JAHIPG01 sp018894775
GCA_018896675.1,MBU4352952.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,GW2011-AR17,JAHIMK01,JAHIMK01 sp018896675
GCA_018992565.1,MBU7040520.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,SZ-28-30,SZ-28-30,SZ-28-30 sp018992565
GCA_018992685.1,MBU7038638.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota_B,Thermococci,Methanofastidiosales,SZ-28-30,SZ-28-30,SZ-28-30 sp018992685
GCA_019057355.1,DXJM01000513.1_2,PF08239.14,SH3_3,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp019057355
GCA_019057375.1,DXJF01000026.1_6,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp002505645
GCA_019057385.1,JAHQJS010000005.1_115,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Sifarchaeia,Borrarchaeales,Borrarchaeaceae,Borrarchaeum,Borrarchaeum weybense
GCA_019057595.1,DXJI01000009.1_2,PF00018.31,SH3_1,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp019057595
GCA_019057775.1,JAHLWT010000042.1_9,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp019057775
GCA_019057775.1,JAHLWT010000067.1_2,PF05036.16,SPOR,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp019057775
GCA_019057775.1,JAHLWT010000164.1_4,PF01471.21,PG_binding_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp019057775
GCA_019057795.1,JAHLWS010000068.1_65,PF01476.23,LysM,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp019057795
GCA_019057815.1,JAHLWR010000021.1_22,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,18H4-34,18H4-34 sp019057815
GCA_019057865.1,JAHLWP010000009.1_80,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp019057865
GCA_019057865.1,JAHLWP010000076.1_9,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp019057865
GCA_019058015.1,JAHLWH010000030.1_25,PF07653.20,SH3_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,6H3-1,6H3-1 sp019058015
GCA_019058015.1,JAHLWH010000030.1_25,PF00018.31,SH3_1,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,6H3-1,6H3-1 sp019058015
