assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,id
GCA_004524435.1,TFG06165.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,TEKIR-12S,TEKIR-12S sp004524435,TFG06165.1@GCA_004524435.1
GCA_004524435.1,TFG06499.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,TEKIR-12S,TEKIR-12S sp004524435,TFG06499.1@GCA_004524435.1
GCA_004524445.1,TFG13741.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,TEKIR-14,TEKIR-14 sp004524445,TFG13741.1@GCA_004524445.1
GCA_004524445.1,TFG15010.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,TEKIR-14,TEKIR-14 sp004524445,TFG15010.1@GCA_004524445.1
GCA_004524515.1,TFG24197.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,LW40-45,LW40-45 sp004524515,TFG24197.1@GCA_004524515.1
GCA_004524515.1,TFG25834.1,PF05708.15,Peptidase_C92,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,LW40-45,LW40-45 sp004524515,TFG25834.1@GCA_004524515.1
GCA_004524515.1,TFG25943.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,LW40-45,LW40-45 sp004524515,TFG25943.1@GCA_004524515.1
GCA_004524515.1,TFG27426.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,LW40-45,LW40-45 sp004524515,TFG27426.1@GCA_004524515.1
GCA_004524515.1,TFG29012.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,LW40-45,LW40-45 sp004524515,TFG29012.1@GCA_004524515.1
GCA_004524515.1,TFG29016.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,LW40-45,LW40-45 sp004524515,TFG29016.1@GCA_004524515.1
GCA_004524515.1,TFG30353.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,LW40-45,LW40-45 sp004524515,TFG30353.1@GCA_004524515.1
GCA_004524535.1,TFG23386.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SDNM01,SDNM01 sp004524535,TFG23386.1@GCA_004524535.1
GCA_004524535.1,TFG24561.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SDNM01,SDNM01 sp004524535,TFG24561.1@GCA_004524535.1
GCA_004524535.1,TFG24695.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SDNM01,SDNM01 sp004524535,TFG24695.1@GCA_004524535.1
GCA_004524535.1,TFG25447.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SDNM01,SDNM01 sp004524535,TFG25447.1@GCA_004524535.1
GCA_004524545.1,TFG18056.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,AMARA-1,AMARA-1,AMARA-1 sp004524545,TFG18056.1@GCA_004524545.1
GCA_004524545.1,TFG18723.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,AMARA-1,AMARA-1,AMARA-1 sp004524545,TFG18723.1@GCA_004524545.1
GCA_004524545.1,TFG21088.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,AMARA-1,AMARA-1,AMARA-1 sp004524545,TFG21088.1@GCA_004524545.1
GCA_004524565.1,TFG31422.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp004524565,TFG31422.1@GCA_004524565.1
GCA_004524565.1,TFG31877.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp004524565,TFG31877.1@GCA_004524565.1
GCA_004524595.1,TFG26684.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp004524595,TFG26684.1@GCA_004524595.1
GCA_004524595.1,TFG32894.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp004524595,TFG32894.1@GCA_004524595.1
GCA_004524595.1,TFG34649.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP8T-1,MP8T-1 sp004524595,TFG34649.1@GCA_004524595.1
GCA_004525545.1,TFG56685.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,UBA472,UBA472 sp004525545,TFG56685.1@GCA_004525545.1
GCA_004553595.1,SFKZ01000001.1_250,PF01425.24,Amidase,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000001.1_250@GCA_004553595.1
GCA_004553595.1,SFKZ01000014.1_24,PF01510.28,Amidase_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000014.1_24@GCA_004553595.1
GCA_004553595.1,SFKZ01000014.1_65,PF01464.23,SLT,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000014.1_65@GCA_004553595.1
GCA_004553595.1,SFKZ01000015.1_45,PF05257.19,CHAP,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000015.1_45@GCA_004553595.1
GCA_004553595.1,SFKZ01000024.1_16,PF00768.23,Peptidase_S11,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000024.1_16@GCA_004553595.1
GCA_004553595.1,SFKZ01000175.1_1,PF00877.22,NLPC_P60,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium_A,SFKZ01000175.1_1@GCA_004553595.1
GCA_005191415.1,SUPS01000003.1_20,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,HEL-GB-A,HEL-GB-A sp005191415,SUPS01000003.1_20@GCA_005191415.1
GCA_005191415.1,SUPS01000044.1_16,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,HEL-GB-A,HEL-GB-A sp005191415,SUPS01000044.1_16@GCA_005191415.1
GCA_005191415.1,SUPS01000145.1_2,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,HEL-GB-A,HEL-GB-A sp005191415,SUPS01000145.1_2@GCA_005191415.1
GCA_005191415.1,SUPS01000226.1_2,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,HEL-GB-A,HEL-GB-A sp005191415,SUPS01000226.1_2@GCA_005191415.1
GCA_005191425.1,SUPR01000008.1_18,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-B,HEL-GB-B,HEL-GB-B sp005191425,SUPR01000008.1_18@GCA_005191425.1
GCA_005222965.1,TKJ17523.1,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,B3-WOES,B3-WOES,B3-WOES sp005222965,TKJ17523.1@GCA_005222965.1
GCA_005222975.1,TKJ20790.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp005222975,TKJ20790.1@GCA_005222975.1
GCA_005222975.1,TKJ24549.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp005222975,TKJ24549.1@GCA_005222975.1
GCA_005222975.1,TKJ26019.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp005222975,TKJ26019.1@GCA_005222975.1
GCA_005222975.1,TKJ26097.1,PF01551.25,Peptidase_M23,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,SOKP01,SOKP01 sp005222975,TKJ26097.1@GCA_005222975.1
GCA_005223125.1,TKJ19156.1,PF00246.27,Peptidase_M14,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp005223125,TKJ19156.1@GCA_005223125.1
GCA_005223125.1,TKJ20401.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp005223125,TKJ20401.1@GCA_005223125.1
GCA_005223125.1,TKJ20726.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp005223125,TKJ20726.1@GCA_005223125.1
GCA_005223125.1,TKJ23709.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,Loki-b32,Loki-b32 sp005223125,TKJ23709.1@GCA_005223125.1
GCA_005239175.1,ML241294.1_379,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkalirubrum,Halalkalirubrum sp005239175,ML241294.1_379@GCA_005239175.1
GCA_005239175.1,ML241294.1_540,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkalirubrum,Halalkalirubrum sp005239175,ML241294.1_540@GCA_005239175.1
GCA_005239175.1,SOPS01000004.1_768,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkalirubrum,Halalkalirubrum sp005239175,SOPS01000004.1_768@GCA_005239175.1
GCA_005239435.1,SZNP01000001.1_704,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000001.1_704@GCA_005239435.1
GCA_005239435.1,SZNP01000004.1_515,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000004.1_515@GCA_005239435.1
GCA_005239435.1,SZNP01000004.1_602,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000004.1_602@GCA_005239435.1
GCA_005239435.1,SZNP01000004.1_659,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000004.1_659@GCA_005239435.1
GCA_005239435.1,SZNP01000004.1_660,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000004.1_660@GCA_005239435.1
GCA_005239435.1,SZNP01000004.1_86,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000004.1_86@GCA_005239435.1
GCA_005239435.1,SZNP01000006.1_156,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000006.1_156@GCA_005239435.1
GCA_005239435.1,SZNP01000006.1_156,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000006.1_156@GCA_005239435.1
GCA_005239435.1,SZNP01000007.1_252,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,SZNP01000007.1_252@GCA_005239435.1
GCA_005239615.1,SBBR01000109.1_6,PF01425.24,Amidase,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeaceae,UBA10205,UBA10205 sp005239615,SBBR01000109.1_6@GCA_005239615.1
GCA_005239845.1,SBBD01000002.1_12,PF01464.23,SLT,Archaea,Micrarchaeota,Micrarchaeia,Norongarragalinales,SBBD01,SBBD01,SBBD01 sp005239845,SBBD01000002.1_12@GCA_005239845.1
GCA_005239845.1,SBBD01000188.1_5,PF01551.25,Peptidase_M23,Archaea,Micrarchaeota,Micrarchaeia,Norongarragalinales,SBBD01,SBBD01,SBBD01 sp005239845,SBBD01000188.1_5@GCA_005239845.1
GCA_005798405.1,SYJQ01000022.1_14,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp005798405,SYJQ01000022.1_14@GCA_005798405.1
GCA_005877075.1,TLX67379.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TA-21,TA-21 sp005877075,TLX67379.1@GCA_005877075.1
GCA_005877185.1,TLX93984.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877185,TLX93984.1@GCA_005877185.1
GCA_005877185.1,TLX94101.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877185,TLX94101.1@GCA_005877185.1
GCA_005877185.1,TLX97507.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877185,TLX97507.1@GCA_005877185.1
GCA_005877225.1,TLX99023.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877225,TLX99023.1@GCA_005877225.1
GCA_005877225.1,TLX99035.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877225,TLX99035.1@GCA_005877225.1
GCA_005877225.1,TLY00692.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877225,TLY00692.1@GCA_005877225.1
GCA_005877345.1,TLX85906.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TA-21,TA-21 sp005877345,TLX85906.1@GCA_005877345.1
GCA_005877345.1,TLX86029.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TA-21,TA-21 sp005877345,TLX86029.1@GCA_005877345.1
GCA_005877365.1,TLY02735.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877365,TLY02735.1@GCA_005877365.1
GCA_005877365.1,TLY04206.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877365,TLY04206.1@GCA_005877365.1
GCA_005877365.1,TLY05596.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877365,TLY05596.1@GCA_005877365.1
GCA_005877365.1,TLY06112.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,TA-13,TA-13 sp005877365,TLY06112.1@GCA_005877365.1
GCA_005878525.1,TLZ82306.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878525,TLZ82306.1@GCA_005878525.1
GCA_005878615.1,TLZ93729.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878615,TLZ93729.1@GCA_005878615.1
GCA_005878985.1,TLZ86150.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12,RBG-16-68-12 sp005878985,TLZ86150.1@GCA_005878985.1
GCA_005882895.1,TMI43390.1,PF02016.18,Peptidase_S66,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882895,TMI43390.1@GCA_005882895.1
GCA_005882895.1,TMI43390.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882895,TMI43390.1@GCA_005882895.1
GCA_005882895.1,TMI45259.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882895,TMI45259.1@GCA_005882895.1
GCA_005882895.1,TMI45699.1,PF02016.18,Peptidase_S66,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882895,TMI45699.1@GCA_005882895.1
GCA_005882895.1,TMI45699.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882895,TMI45699.1@GCA_005882895.1
GCA_005882905.1,TMI49198.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005882905,TMI49198.1@GCA_005882905.1
GCA_005888635.1,TMI67060.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005888635,TMI67060.1@GCA_005888635.1
GCA_005888675.1,TMI57270.1,PF02016.18,Peptidase_S66,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-13,BA-13 sp005888675,TMI57270.1@GCA_005888675.1
GCA_005888695.1,TMI43024.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-13,BA-13 sp005888695,TMI43024.1@GCA_005888695.1
GCA_005888695.1,TMI43025.1,PF02016.18,Peptidase_S66,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-13,BA-13 sp005888695,TMI43025.1@GCA_005888695.1
GCA_005888735.1,TMI30244.1,PF02016.18,Peptidase_S66,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI30244.1@GCA_005888735.1
GCA_005888735.1,TMI30244.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI30244.1@GCA_005888735.1
GCA_005888735.1,TMI30416.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI30416.1@GCA_005888735.1
GCA_005888735.1,TMI31616.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI31616.1@GCA_005888735.1
GCA_005888735.1,TMI31909.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI31909.1@GCA_005888735.1
GCA_005888735.1,TMI31983.1,PF02016.18,Peptidase_S66,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI31983.1@GCA_005888735.1
GCA_005888735.1,TMI31983.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI31983.1@GCA_005888735.1
GCA_005888735.1,TMI32339.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,BA-19,BA-19 sp005888735,TMI32339.1@GCA_005888735.1
GCA_005888745.1,TMI09493.1,PF02016.18,Peptidase_S66,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005888745,TMI09493.1@GCA_005888745.1
GCA_005888745.1,TMI09493.1,PF17676.4,Peptidase_S66C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005888745,TMI09493.1@GCA_005888745.1
GCA_005888745.1,TMI09523.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005888745,TMI09523.1@GCA_005888745.1
GCA_005888755.1,TMI16673.1,PF02557.20,VanY,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6,40CM-2-53-6 sp005888755,TMI16673.1@GCA_005888755.1
GCA_005954745.1,CP040678.1_1351,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella pelagica,CP040678.1_1351@GCA_005954745.1
GCA_005954745.1,CP040678.1_1430,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella pelagica,CP040678.1_1430@GCA_005954745.1
GCA_005954745.1,CP040678.1_1814,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella pelagica,CP040678.1_1814@GCA_005954745.1
GCA_005954745.1,CP040678.1_1814,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella pelagica,CP040678.1_1814@GCA_005954745.1
GCA_005954745.1,CP040678.1_2390,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella pelagica,CP040678.1_2390@GCA_005954745.1
GCA_006954405.1,TQS76910.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Methanarcanum,Methanarcanum hacksteinii,TQS76910.1@GCA_006954405.1
GCA_006954465.1,TQS85876.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,UBA71,UBA71 sp006954465,TQS85876.1@GCA_006954465.1
GCA_007050885.1,TRO57014.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,RBG-13-38-9,RBG-13-38-9,RBG-13-38-9 sp007050885,TRO57014.1@GCA_007050885.1
GCA_007116295.1,SKIS01000007.1_10,PF05342.17,Peptidase_M26_N,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007116295,SKIS01000007.1_10@GCA_007116295.1
GCA_007116295.1,SKIS01000012.1_1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007116295,SKIS01000012.1_1@GCA_007116295.1
GCA_007116295.1,SKIS01000012.1_1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007116295,SKIS01000012.1_1@GCA_007116295.1
GCA_007116295.1,SKIS01000014.1_20,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007116295,SKIS01000014.1_20@GCA_007116295.1
GCA_007116295.1,SKIS01000044.1_5,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007116295,SKIS01000044.1_5@GCA_007116295.1
GCA_007116645.1,SKIA01000011.1_11,PF05708.15,Peptidase_C92,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKIA01,SKIA01,SKIA01 sp007116645,SKIA01000011.1_11@GCA_007116645.1
GCA_007116645.1,SKIA01000040.1_32,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKIA01,SKIA01,SKIA01 sp007116645,SKIA01000040.1_32@GCA_007116645.1
GCA_007116645.1,SKIA01000069.1_12,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKIA01,SKIA01,SKIA01 sp007116645,SKIA01000069.1_12@GCA_007116645.1
GCA_007116645.1,SKIA01000069.1_12,PF05838.15,Glyco_hydro_108,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKIA01,SKIA01,SKIA01 sp007116645,SKIA01000069.1_12@GCA_007116645.1
GCA_007116915.1,SKHQ01000023.1_8,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,PWHV01,PWHV01 sp007116915,SKHQ01000023.1_8@GCA_007116915.1
GCA_007117065.1,SKHI01000001.1_2,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKIA01,SKIA01,SKIA01 sp007117065,SKHI01000001.1_2@GCA_007117065.1
GCA_007117145.1,SKHC01000012.1_1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007117145,SKHC01000012.1_1@GCA_007117145.1
GCA_007117145.1,SKHC01000043.1_11,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007117145,SKHC01000043.1_11@GCA_007117145.1
GCA_007117145.1,SKHC01000046.1_1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007117145,SKHC01000046.1_1@GCA_007117145.1
GCA_007117145.1,SKHC01000046.1_1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007117145,SKHC01000046.1_1@GCA_007117145.1
GCA_007117145.1,SKHC01000075.1_7,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,21-14-0-10-32-9,SKIS01,SKIS01 sp007117145,SKHC01000075.1_7@GCA_007117145.1
